last_name	first_name	gender	email	age	university	inscription_date	career	location	postal_code
erin summers		female	silvajon@gmail.com	33	universidad nacional de río cuarto	2020-11-23	licenciatura en ciencias geológicas	amadores	4716
alexis gray		female	vaughncourtney@hotmail.com	33	universidad nacional de río cuarto	2020-12-26	ciencias veterinarias	amadores	4716
zachary pace		male	kenneth09@hotmail.com	69	universidad nacional de río cuarto	2020-09-18	licenciatura en terapia ocupacional	amadores	4716
cheryl white		female	uwilliams@yahoo.com	72	universidad nacional de río cuarto	2020-11-19	licenciatura en musicoterapia	algarrobo verde	5443
russell murphy		male	shirleywilliams@yahoo.com	37	universidad nacional de río cuarto	2020-11-28	agronomía	algarrobo verde	5443
tammy gibson		female	andrew32@gmail.com	51	universidad nacional de río cuarto	2020-09-23	arquitectura	sierra de la ventana	8168
melanie french dds		female	millerrobert@gmail.com	21	universidad nacional de río cuarto	2020-11-28	arquitectura	ambrosio p lezica	8508
kevin howard		male	vbrown@gmail.com	21	universidad nacional de río cuarto	2021-01-27	agronomía	ambrosio p lezica	8508
sarah perkins		female	alexanderbrian@yahoo.com	18	universidad nacional de río cuarto	2020-12-10	ingeniería en informática	zona delta san fernando	1647
alice williams		female	chadgarza@gmail.com	26	universidad nacional de río cuarto	2021-01-22	contador público	zona delta san fernando	1647
ryan baker		male	bradleymichael@gmail.com	77	universidad nacional de río cuarto	2020-11-10	técnico para bioterios	baldes de pacheco	5276
alexa lopez		female	andrew40@yahoo.com	56	universidad nacional de río cuarto	2020-10-06	técnico para bioterios	colonia el aguara	3534
nathaniel velez		male	brianharris@hotmail.com	61	universidad nacional de río cuarto	2020-10-13	licenciatura en ciencias de la educación	colonia el aguara	3534
john thompson dds		male	ericamoore@gmail.com	54	universidad nacional de río cuarto	2020-12-20	técnico para bioterios	caraguatay	3386
john thompson dds		male	ericamoore@gmail.com	54	universidad nacional de río cuarto	2020-12-20	técnico para bioterios	caraguatay	3557
brian bonilla		male	vsmith@hotmail.com	23	universidad nacional de río cuarto	2020-09-15	licenciatura en ciencias antropológicas	caraguatay	3386
brian bonilla		male	vsmith@hotmail.com	23	universidad nacional de río cuarto	2020-09-15	licenciatura en ciencias antropológicas	caraguatay	3557
jonathan reyes		male	riddlenicholas@yahoo.com	49	universidad nacional de río cuarto	2020-11-19	licenciatura en musicoterapia	aldea maria luisa	3114
anthony preston		male	zjohnson@yahoo.com	79	universidad nacional de río cuarto	2021-01-06	licenciatura en kinesiología y fisiatría	bayauca	6078
elizabeth johnson		female	kramerbenjamin@yahoo.com	37	universidad nacional de río cuarto	2020-11-27	licenciatura en ciencias geológicas	bayauca	6078
taylor franklin		male	craigjessica@yahoo.com	43	universidad nacional de río cuarto	2021-01-14	técnico para bioterios	anasagasti	6607
sherri huffman		female	bryan45@yahoo.com	77	universidad nacional de río cuarto	2021-01-12	licenciatura en ciencias geológicas	anasagasti	6607
amy jimenez		female	dmanning@gmail.com	68	universidad nacional de río cuarto	2020-10-17	licenciatura en sociología	anasagasti	6607
karen williams		female	jennifervega@hotmail.com	61	universidad nacional de río cuarto	2020-09-04	licenciatura en producción de bioimagenes	arquedas	8164
brandon jimenez		male	garrettmccoy@hotmail.com	53	universidad nacional de río cuarto	2020-09-07	licenciatura en musicoterapia	arquedas	8164
matthew hoffman		male	flynnjoseph@yahoo.com	33	universidad nacional de río cuarto	2020-09-04	ingeniería electrónica	amberes	4144
kristen ray		female	matthewcooper@yahoo.com	37	universidad nacional de río cuarto	2020-11-11	licenciatura en administración	agua verde	4715
laura fuller		female	erinhenry@gmail.com	48	universidad nacional de río cuarto	2020-09-30	arquitectura	agua verde	4715
ian smith		male	wbaker@gmail.com	37	universidad nacional de río cuarto	2020-09-23	licenciatura en ciencias antropológicas	colonia california	3005
anthony carroll		male	sarawilson@gmail.com	79	universidad nacional de río cuarto	2020-10-22	licenciatura en terapia ocupacional	el carmen	4128
brooke webb		female	sheryl51@hotmail.com	66	universidad nacional de río cuarto	2021-01-19	licenciatura en ciencias geológicas	alvarez	2107
joseph stewart		male	antoniowalker@gmail.com	44	universidad nacional de río cuarto	2021-01-19	licenciatura en musicoterapia	ricardo rojas	1618
russell coleman		male	bpeterson@hotmail.com	49	universidad nacional de río cuarto	2021-01-17	licenciatura en administración	abra verde	5470
joshua pierce		male	rbradley@hotmail.com	34	universidad nacional de río cuarto	2020-09-17	ciencias veterinarias	abra verde	5470
fernando goodman		male	ijones@hotmail.com	39	universidad nacional de río cuarto	2020-12-09	licenciatura en ciencias de la educación	el espinillo	2946
thomas schneider		male	wmorgan@hotmail.com	34	universidad nacional de río cuarto	2020-12-31	licenciatura en gestión de agroalimentos	el espinillo	2946
julie farrell		female	vanessadillon@yahoo.com	61	universidad nacional de río cuarto	2020-10-31	técnico para bioterios	comodoro rivadavia	9000
debra delgado		female	kyle13@gmail.com	81	universidad nacional de río cuarto	2020-12-06	ciencias veterinarias	comodoro rivadavia	9000
samantha mcintyre		female	mark37@gmail.com	73	universidad nacional de río cuarto	2021-01-29	arquitectura	calvo	8154
ryan richards		male	williamsonphillip@hotmail.com	68	universidad nacional de río cuarto	2021-01-04	licenciatura en relaciones del trabajo	alizal	4122
justin estes		male	davisdavid@hotmail.com	42	universidad nacional de río cuarto	2020-10-25	ingeniería en informática	colonia alberdi	6034
elizabeth barr		female	harrisjessica@hotmail.com	48	universidad nacional de río cuarto	2020-09-10	licenciatura en sociología	colonia alberdi	6034
brittany carpenter		female	julia65@gmail.com	58	universidad nacional de río cuarto	2020-11-02	licenciatura en terapia ocupacional	almacen el descanso	2752
ryan mitchell		male	fowlerashley@yahoo.com	76	universidad nacional de río cuarto	2020-12-26	medicina	banda de lucero	5333
richard rivera		male	calebhoward@gmail.com	34	universidad nacional de río cuarto	2021-01-25	licenciatura en ciencias antropológicas	banda de lucero	5333
dustin nelson		male	wjohnson@yahoo.com	18	universidad nacional de río cuarto	2020-10-14	diseño de imagen y sonido	banda de lucero	5333
dr. alexis hess		female	jessica60@yahoo.com	17	universidad nacional de río cuarto	2020-09-20	licenciatura en ciencias de la computación	america unida	1862
kristopher cox		male	lbradshaw@gmail.com	52	universidad nacional de río cuarto	2020-11-16	licenciatura en ciencias de la educación	capitan solari	3515
david lawson		male	allenbrandon@yahoo.com	53	universidad nacional de río cuarto	2021-01-21	licenciatura en ciencias de la computación	aserradero arroyo	9420
cassandra spencer		female	johnsonmelvin@yahoo.com	24	universidad nacional de río cuarto	2021-01-07	técnico para bioterios	las perlas	8300
paula conner		female	ballardtammy@gmail.com	81	universidad nacional de río cuarto	2020-09-19	licenciatura en planificación y diseño del paisaje	colonia jauregui	5622
kristen johnston		female	dennis95@hotmail.com	69	universidad nacional de río cuarto	2020-12-28	técnico para bioterios	chivilcoy	5571
kristen johnston		female	dennis95@hotmail.com	69	universidad nacional de río cuarto	2020-12-28	técnico para bioterios	chivilcoy	6620
john vazquez		male	ihanson@hotmail.com	77	universidad nacional de río cuarto	2020-11-08	licenciatura en psicología	chivilcoy	5571
john vazquez		male	ihanson@hotmail.com	77	universidad nacional de río cuarto	2020-11-08	licenciatura en psicología	chivilcoy	6620
erin goodwin		female	lwatts@hotmail.com	37	universidad nacional de río cuarto	2020-12-17	licenciatura en ciencias de la computación	el duraznillo	4722
jennifer smith		female	dgonzalez@yahoo.com	60	universidad nacional de río cuarto	2021-01-03	licenciatura en terapia ocupacional	benitez	6632
grant sellers		male	kevin79@hotmail.com	74	universidad nacional de río cuarto	2021-01-29	medicina	chavarria	3474
dennis griffin		male	lopezpeter@yahoo.com	70	universidad nacional de río cuarto	2020-12-13	farmacia	claudio c molina	7515
jessica clarke		female	maria55@gmail.com	36	universidad nacional de río cuarto	2020-12-08	licenciatura en ciencia y tecnología de alimentos	el bombero	7507
mary hancock		female	jacksonmark@gmail.com	59	universidad nacional de río cuarto	2020-10-01	licenciatura en terapia ocupacional	arroyo pastora	3316
henry james		male	samuelpayne@yahoo.com	38	universidad nacional de río cuarto	2020-10-21	arquitectura	arroyo pastora	3316
matthew graham		male	ucordova@yahoo.com	81	universidad nacional de río cuarto	2020-12-20	técnico para bioterios	arroyo seco	2128
matthew graham		male	ucordova@yahoo.com	81	universidad nacional de río cuarto	2020-12-20	técnico para bioterios	arroyo seco	3641
mary valdez		female	esteskelly@yahoo.com	55	universidad nacional de río cuarto	2021-01-02	licenciatura en musicoterapia	cascada los cantaros	8411
bruce cunningham		male	brookssamantha@gmail.com	58	universidad nacional de río cuarto	2020-10-24	licenciatura en ciencia y tecnología de alimentos	porvenir	6063
lucas gordon		male	robin46@yahoo.com	18	universidad nacional de río cuarto	2021-01-02	licenciatura en artes	alvarez de toledo	7267
brandon little		male	taylor89@gmail.com	20	universidad nacional de río cuarto	2020-12-31	licenciatura en ciencia política	san bernardo del tuyu	7111
renee hanson		female	cprice@yahoo.com	73	universidad nacional de río cuarto	2021-02-01	ingeniería en informática	san bernardo del tuyu	7111
alex jacobson		male	nataliejones@hotmail.com	42	universidad nacional de río cuarto	2020-12-08	ingeniería en informática	anta	4434
joshua gonzalez		male	brianbriggs@yahoo.com	73	universidad nacional de río cuarto	2020-12-16	farmacia	anta	4434
shawn santiago		male	stephensjennifer@gmail.com	36	universidad nacional de río cuarto	2020-10-22	diseño de imagen y sonido	membrillar	6748
stacie thomas		female	claytonchristina@yahoo.com	68	universidad nacional de río cuarto	2020-12-04	licenciatura en ciencias de la computación	colonia dos rosas y la legua	2349
todd gross		male	isanchez@gmail.com	70	universidad nacional de río cuarto	2020-10-14	licenciatura en relaciones del trabajo	colonia dos rosas y la legua	2349
dr. rebecca bowen		female	whitney40@yahoo.com	69	universidad nacional de río cuarto	2020-10-13	licenciatura en psicología	colonia dos rosas y la legua	2349
brian hancock		male	margaretmeadows@hotmail.com	59	universidad nacional de río cuarto	2020-11-27	licenciatura en ciencias biológicas	barrio la dolly	1980
jonathan fitzpatrick		male	rwhite@gmail.com	82	universidad nacional de río cuarto	2020-10-24	contador público	general guido	7118
derrick aguirre		male	masseyheidi@hotmail.com	63	universidad nacional de río cuarto	2020-09-06	ingeniería electrónica	general guido	7118
connie mann		female	zbaldwin@hotmail.com	42	universidad nacional de río cuarto	2020-11-14	licenciatura en ciencias ambientales	general guido	7118
tina moore		female	joshuagreer@gmail.com	69	universidad nacional de río cuarto	2020-10-30	licenciatura en administración	carandaiti	3485
sharon strong		female	kimberlynelson@gmail.com	74	universidad nacional de río cuarto	2020-12-21	licenciatura en musicoterapia	villa olivari	3486
ms. katie smith		female	igonzalez@yahoo.com	60	universidad nacional de río cuarto	2020-10-15	licenciatura en producción de bioimagenes	recalde	6559
lori hodges		female	michellewilliams@hotmail.com	37	universidad nacional de río cuarto	2020-12-01	licenciatura en administración	castilla	6616
valerie dudley		female	fward@hotmail.com	35	universidad nacional de río cuarto	2020-09-19	contador público	castilla	6616
andrea taylor		female	collinsandrea@hotmail.com	33	universidad nacional de río cuarto	2021-01-03	bioquímica	aldea san gregorio	3287
deborah nguyen		female	donald94@hotmail.com	30	universidad nacional de río cuarto	2021-01-20	licenciatura en ciencias antropológicas	colonia zapata	5436
joshua adams		male	jordanmedina@yahoo.com	40	universidad nacional de río cuarto	2021-01-16	licenciatura en planificación y diseño del paisaje	casablanca	2317
george carter		male	olee@hotmail.com	48	universidad nacional de río cuarto	2020-09-23	medicina	adolfo van praet	6212
eric miller		male	ruben79@gmail.com	49	universidad nacional de río cuarto	2020-12-05	contador público	campo pesoa	2173
don reyes		male	paul32@hotmail.com	36	universidad nacional de río cuarto	2020-10-11	contador público	campo pesoa	2173
shannon snyder		female	adam20@hotmail.com	24	universidad nacional de río cuarto	2021-01-05	arquitectura	moron	1708
bianca carter		female	ambertaylor@yahoo.com	25	universidad nacional de río cuarto	2020-10-14	farmacia	colonia la oracion	6307
jacob moore		male	amcneil@hotmail.com	76	universidad nacional de río cuarto	2021-01-08	licenciatura en planificación y diseño del paisaje	colonia la oracion	6307
paul jones		male	bernardmark@gmail.com	39	universidad nacional de río cuarto	2020-11-17	farmacia	cameron	9017
dawn marshall		female	reedtimothy@gmail.com	38	universidad nacional de río cuarto	2021-01-25	farmacia	cameron	9017
yvonne todd		female	xrodriguez@gmail.com	75	universidad nacional de río cuarto	2020-10-19	agronomía	arenales	5539
andrew wallace		male	james52@hotmail.com	46	universidad nacional de río cuarto	2020-09-17	licenciatura en terapia ocupacional	arroyo	3300
shelley wood		female	derekanderson@gmail.com	74	universidad nacional de río cuarto	2020-12-02	diseño de imagen y sonido	aguada de guerra	8424
melissa watkins		female	ashley36@gmail.com	63	universidad nacional de río cuarto	2020-09-10	farmacia	20 de febrero	5730
george watts		male	ucastro@gmail.com	58	universidad nacional de río cuarto	2020-10-04	licenciatura en ciencias antropológicas	20 de febrero	5730
angela clark		female	duanecarney@gmail.com	26	universidad nacional de río cuarto	2021-01-26	ciencias veterinarias	empalme frontera	5553
michael martinez		male	adamperez@gmail.com	22	universidad nacional de río cuarto	2021-01-02	licenciatura en artes	empalme frontera	5553
christopher hamilton		male	randalljoel@yahoo.com	79	universidad nacional de río cuarto	2020-10-18	licenciatura en ciencias antropológicas	isla grande	8361
michael miller		male	diane57@hotmail.com	73	universidad nacional de río cuarto	2020-10-20	licenciatura en kinesiología y fisiatría	isla grande	8361
christopher delacruz		male	dominique46@hotmail.com	37	universidad nacional de río cuarto	2020-12-13	diseño de imagen y sonido	burzaco	1852
mary williams phd		female	evan37@gmail.com	37	universidad nacional de río cuarto	2020-10-12	diseño industrial	abel	6450
john rodriguez		male	johnstonkelli@gmail.com	57	universidad nacional de río cuarto	2021-01-24	agronomía	abel	6450
walter schneider		male	brandon45@hotmail.com	37	universidad nacional de río cuarto	2020-09-22	licenciatura en relaciones del trabajo	las hermanas	7412
cynthia richards		female	ephillips@yahoo.com	61	universidad nacional de río cuarto	2020-11-03	ciencias veterinarias	las hermanas	7412
ellen horne		female	chenlarry@gmail.com	31	universidad nacional de río cuarto	2020-10-27	ingeniería mecánica	doctor domingo harosteguy	7212
richard tanner		male	currybarbara@yahoo.com	44	universidad nacional de río cuarto	2020-09-28	agronomía	abipones	3042
derek fisher		male	ktorres@hotmail.com	24	universidad nacional de río cuarto	2020-09-25	bioquímica	abipones	3042
erik lin		male	crawfordjoshua@yahoo.com	32	universidad nacional de río cuarto	2020-10-21	licenciatura en ciencias antropológicas	ariel	7301
christian douglas		male	richardsmichael@yahoo.com	61	universidad nacional de río cuarto	2020-09-21	ingeniería mecánica	frigorifico cap	9421
jessica pacheco		female	kristapineda@yahoo.com	65	universidad nacional de río cuarto	2020-09-23	licenciatura en musicoterapia	frigorifico cap	9421
kathy green		female	dillonmeyer@gmail.com	53	universidad nacional de río cuarto	2021-01-18	licenciatura en relaciones del trabajo	campo caretto	6381
jennifer brown		female	jeremyclayton@hotmail.com	34	universidad nacional de río cuarto	2020-10-05	licenciatura en producción de bioimagenes	campo caretto	6381
maria white		female	garciaeric@gmail.com	39	universidad nacional de río cuarto	2021-01-02	contador público	campo caretto	6381
cory hill		male	hspencer@hotmail.com	20	universidad nacional de río cuarto	2020-10-06	bioquímica	campo caretto	6381
eric smith		male	itate@gmail.com	58	universidad nacional de río cuarto	2020-11-11	licenciatura en administración	villani	2400
jessica long		female	millerdennis@hotmail.com	24	universidad nacional de río cuarto	2020-10-21	licenciatura en ciencias antropológicas	villani	2400
leah saunders		female	chad36@gmail.com	74	universidad nacional de río cuarto	2021-01-07	licenciatura en ciencia política	campo la flor los ralos	4182
mary brewer		female	nguyendebra@yahoo.com	61	universidad nacional de río cuarto	2020-11-15	licenciatura en ciencias ambientales	lote 11 escuela 107	6213
alexander smith		male	jpalmer@yahoo.com	67	universidad nacional de río cuarto	2021-02-01	licenciatura en psicología	lote 11 escuela 107	6213
rebecca cisneros		female	awelch@gmail.com	75	universidad nacional de río cuarto	2020-09-03	licenciatura en ciencias biológicas	cupiles	5595
david thornton		male	foxryan@gmail.com	28	universidad nacional de río cuarto	2020-11-02	licenciatura en ciencias biológicas	cupiles	5595
jerry davis		male	doughertydevin@yahoo.com	58	universidad nacional de río cuarto	2020-10-18	técnico para bioterios	casbas	6417
christine lewis		female	brianshaw@yahoo.com	81	universidad nacional de río cuarto	2021-01-19	licenciatura en ciencias geológicas	casbas	6417
mary sanchez md		female	bryan06@hotmail.com	31	universidad nacional de río cuarto	2020-12-21	contador público	casbas	6417
lisa hutchinson		female	taylor63@gmail.com	65	universidad nacional de río cuarto	2020-09-07	licenciatura en psicología	estancia las gamas	2723
lisa hutchinson		female	taylor63@gmail.com	65	universidad nacional de río cuarto	2020-09-07	licenciatura en psicología	estancia las gamas	3057
william brown		male	davischarles@gmail.com	34	universidad nacional de río cuarto	2020-12-30	licenciatura en artes	el perdido est jose guisasola	8156
james hughes		male	richard19@hotmail.com	72	universidad nacional de río cuarto	2020-09-17	licenciatura en administración	el perdido est jose guisasola	8156
robert branch		male	jjones@gmail.com	33	universidad nacional de río cuarto	2020-11-09	bioquímica	alisos de abajo	4605
mark edwards		male	richmondmatthew@hotmail.com	74	universidad nacional de río cuarto	2020-12-13	licenciatura en relaciones del trabajo	alisos de abajo	4605
michael garcia		male	danielharvey@yahoo.com	35	universidad nacional de río cuarto	2020-10-01	licenciatura en ciencias antropológicas	bosques	1889
susan andrade		female	alejandrosimpson@yahoo.com	70	universidad nacional de río cuarto	2020-11-25	licenciatura en psicología	bosques	1889
michael watkins		male	ychambers@hotmail.com	18	universidad nacional de río cuarto	2021-01-05	licenciatura en artes	bosques	1889
erica gilbert		female	robintorres@yahoo.com	37	universidad nacional de río cuarto	2020-11-21	licenciatura en terapia ocupacional	bosques	1889
scott howard		male	ztate@gmail.com	25	universidad nacional de río cuarto	2020-11-29	ingeniería en informática	bosques	1889
maria morgan		female	wattsjeremy@yahoo.com	70	universidad nacional de río cuarto	2020-10-09	licenciatura en ciencia y tecnología de alimentos	bagual	6216
heather baker		female	shirley77@gmail.com	41	universidad nacional de río cuarto	2021-01-30	licenciatura en terapia ocupacional	bagual	6216
debbie manning		female	davidrodriguez@hotmail.com	47	universidad nacional de río cuarto	2020-10-14	licenciatura en producción de bioimagenes	diamante	3105
shelby henderson		female	brandonmorgan@hotmail.com	38	universidad nacional de río cuarto	2020-11-15	ingeniería en informática	caimancito	4516
taylor williams		female	cindy04@hotmail.com	17	universidad nacional de río cuarto	2020-12-11	contador público	11 de mayo	5701
natalie burke		female	matadennis@hotmail.com	78	universidad nacional de río cuarto	2021-01-30	contador público	11 de mayo	5701
stacey davis		female	gblake@hotmail.com	74	universidad nacional de río cuarto	2020-09-17	licenciatura en sociología	brea chimpana	4230
chelsea levine		female	ogray@gmail.com	55	universidad nacional de río cuarto	2020-10-07	diseño de imagen y sonido	aconquija	4107
chelsea levine		female	ogray@gmail.com	55	universidad nacional de río cuarto	2020-10-07	diseño de imagen y sonido	aconquija	4743
pamela moon		female	frankjohnson@hotmail.com	58	universidad nacional de río cuarto	2020-09-20	técnico para bioterios	barrio villa adela	5584
maria park		female	janetwoods@gmail.com	25	universidad nacional de río cuarto	2021-01-22	licenciatura en gestión de agroalimentos	barrio villa adela	5584
sandra clark		female	xbrown@yahoo.com	60	universidad nacional de río cuarto	2020-09-14	arquitectura	campamento sol	8319
james townsend		male	barreracynthia@yahoo.com	50	universidad nacional de río cuarto	2020-12-02	licenciatura en sociología	colonia coronel dorrego	3511
jeffrey watson		male	blucero@hotmail.com	31	universidad nacional de río cuarto	2020-12-22	licenciatura en artes	atuel sud	5623
julie stephenson		female	nterry@yahoo.com	36	universidad nacional de río cuarto	2021-01-31	licenciatura en ciencias de la educación	atuel sud	5623
susan scott		female	nicholaselliott@yahoo.com	64	universidad nacional de río cuarto	2021-01-18	bioquímica	cortaderas	4237
tracy riddle		female	floreschloe@yahoo.com	75	universidad nacional de río cuarto	2020-09-06	medicina	arroyo las minas	8415
randy olson		male	bbush@gmail.com	21	universidad nacional de río cuarto	2021-01-19	licenciatura en ciencias geológicas	arroyo las minas	8415
bryan valdez		male	edwardallen@gmail.com	79	universidad nacional de río cuarto	2021-01-26	licenciatura en ciencias de la computación	el alto	5577
marie pierce		female	deborahgaines@yahoo.com	70	universidad nacional de río cuarto	2020-09-11	licenciatura en ciencias biológicas	el alto	5577
victoria valenzuela		female	charlescurtis@yahoo.com	17	universidad nacional de río cuarto	2020-12-01	licenciatura en relaciones del trabajo	colonia zambungo	6628
anthony jennings		male	sara55@gmail.com	74	universidad nacional de río cuarto	2021-01-07	licenciatura en terapia ocupacional	barranquitas	3000
anthony jennings		male	sara55@gmail.com	74	universidad nacional de río cuarto	2021-01-07	licenciatura en terapia ocupacional	barranquitas	5474
jennifer paul		female	nancyperez@gmail.com	35	universidad nacional de río cuarto	2020-12-07	licenciatura en ciencias antropológicas	barranquitas	3000
jennifer paul		female	nancyperez@gmail.com	35	universidad nacional de río cuarto	2020-12-07	licenciatura en ciencias antropológicas	barranquitas	5474
brenda chambers		female	amyroberts@hotmail.com	59	universidad nacional de río cuarto	2021-01-14	contador público	aguada san roque	8305
henry proctor		male	jasonmcdonald@yahoo.com	41	universidad nacional de río cuarto	2021-01-07	ingeniería mecánica	rincon de milberg	1648
taylor hernandez		female	jennifer59@gmail.com	62	universidad nacional de río cuarto	2020-12-31	licenciatura en kinesiología y fisiatría	el araza	7249
noah stein		male	andrewrobertson@hotmail.com	50	universidad nacional de río cuarto	2020-09-28	diseño industrial	el araza	7249
michelle hammond		female	mendozalisa@yahoo.com	71	universidad nacional de río cuarto	2020-11-06	licenciatura en administración	antiguyos	4643
melissa lopez		female	amy11@yahoo.com	37	universidad nacional de río cuarto	2020-12-25	farmacia	colonia bella italia	2300
alison smith		female	psmith@hotmail.com	18	universidad nacional de río cuarto	2021-01-07	farmacia	colonia bella italia	2300
jessica phillips		female	stevenschad@gmail.com	38	universidad nacional de río cuarto	2021-01-24	licenciatura en ciencias de la educación	cañadon la madera	9220
alexander may		male	patelbenjamin@yahoo.com	21	universidad nacional de río cuarto	2021-01-24	licenciatura en ciencia y tecnología de alimentos	primera junta	6422
aimee murphy		female	michellesteele@yahoo.com	39	universidad nacional de río cuarto	2020-11-24	contador público	mecha	6648
susan acosta		female	mscott@gmail.com	43	universidad nacional de río cuarto	2020-10-22	licenciatura en ciencia y tecnología de alimentos	aguadita	4705
susan acosta		female	mscott@gmail.com	43	universidad nacional de río cuarto	2020-10-22	licenciatura en ciencia y tecnología de alimentos	aguadita	5385
javier daniels md		male	jodidiaz@yahoo.com	23	universidad nacional de río cuarto	2020-10-21	diseño industrial	aguadita	4705
javier daniels md		male	jodidiaz@yahoo.com	23	universidad nacional de río cuarto	2020-10-21	diseño industrial	aguadita	5385
connie brock		female	joannspencer@gmail.com	80	universidad nacional de río cuarto	2020-12-14	licenciatura en ciencias geológicas	aguadita	4705
connie brock		female	joannspencer@gmail.com	80	universidad nacional de río cuarto	2020-12-14	licenciatura en ciencias geológicas	aguadita	5385
scott oliver		male	shirleyevans@gmail.com	75	universidad nacional de río cuarto	2021-01-04	licenciatura en ciencias ambientales	albardon	2840
scott oliver		male	shirleyevans@gmail.com	75	universidad nacional de río cuarto	2021-01-04	licenciatura en ciencias ambientales	albardon	3412
crystal campbell		female	angelaburgess@gmail.com	64	universidad nacional de río cuarto	2020-10-04	licenciatura en ciencias de la computación	colonia el simbol	3074
tyler bowers		male	powellbrian@yahoo.com	33	universidad nacional de río cuarto	2020-12-28	licenciatura en psicología	arroyito	8313
jennifer king		female	garygibson@yahoo.com	25	universidad nacional de río cuarto	2020-09-17	ingeniería electrónica	adolfo rodriguez saa	5777
darius young		male	cainjeremy@yahoo.com	66	universidad nacional de río cuarto	2020-12-05	bioquímica	avellaneda	1870
darius young		male	cainjeremy@yahoo.com	66	universidad nacional de río cuarto	2020-12-05	bioquímica	avellaneda	3561
bryan bradley		male	nancy93@yahoo.com	33	universidad nacional de río cuarto	2020-11-07	farmacia	avellaneda	1870
bryan bradley		male	nancy93@yahoo.com	33	universidad nacional de río cuarto	2020-11-07	farmacia	avellaneda	3561
matthew barrett		male	salazarbenjamin@yahoo.com	78	universidad nacional de río cuarto	2020-09-25	ciencias veterinarias	clason	2146
steven schmidt dds		male	angelachung@yahoo.com	76	universidad nacional de río cuarto	2020-10-31	licenciatura en planificación y diseño del paisaje	clason	2146
carla benitez		female	sarahrusso@hotmail.com	70	universidad nacional de río cuarto	2020-10-25	farmacia	wilde	1875
gina cunningham		female	john80@yahoo.com	41	universidad nacional de río cuarto	2020-11-07	ingeniería mecánica	arroyo burgos	3133
joel salinas		male	brownjose@hotmail.com	21	universidad nacional de río cuarto	2021-01-07	licenciatura en ciencias ambientales	arroyo burgos	3133
pamela wise		female	msmith@yahoo.com	30	universidad nacional de río cuarto	2020-12-28	licenciatura en ciencias ambientales	arroyo burgos	3133
eddie tucker		male	clewis@gmail.com	46	universidad nacional de río cuarto	2020-11-14	actuario	arenaza	6075
helen johnson		female	emiller@hotmail.com	19	universidad nacional de río cuarto	2020-12-12	licenciatura en musicoterapia	monte chingolo	1825
james adams		male	tcampos@yahoo.com	75	universidad nacional de río cuarto	2020-11-06	licenciatura en ciencia política	monte chingolo	1825
brad vega		male	laurenkennedy@hotmail.com	78	universidad nacional de río cuarto	2020-09-21	farmacia	monte chingolo	1825
cheryl pena		female	nicholasrivera@yahoo.com	28	universidad nacional de río cuarto	2020-09-21	farmacia	adrogue	1846
susan foster		female	ryan78@yahoo.com	66	universidad nacional de río cuarto	2020-10-05	ingeniería electrónica	jose clemente paz	1665
ryan bernard		male	xhampton@hotmail.com	30	universidad nacional de río cuarto	2020-10-31	ciencias veterinarias	costa del nogoya	3155
melissa escobar		female	heather97@gmail.com	82	universidad nacional de río cuarto	2020-09-01	ingeniería electrónica	costa bonita balneario	7631
jamie haynes		female	wendyyoung@hotmail.com	32	universidad nacional de río cuarto	2020-09-30	licenciatura en musicoterapia	el potrero	5321
tyler miller		male	dennis73@hotmail.com	19	universidad nacional de río cuarto	2020-10-13	contador público	el potrero	5321
deborah morris		female	wnewman@yahoo.com	46	universidad nacional de río cuarto	2020-09-05	licenciatura en psicología	camino centenario km 11500	1896
patrick burnett		male	keith73@hotmail.com	59	universidad nacional de río cuarto	2020-11-12	bioquímica	lomas del rio lujan	2802
vickie jackson		female	patrick08@gmail.com	81	universidad nacional de río cuarto	2020-11-28	licenciatura en kinesiología y fisiatría	lomas del rio lujan	2802
austin mcguire		male	farnold@yahoo.com	28	universidad nacional de río cuarto	2020-11-15	licenciatura en ciencias geológicas	carlos keen	6701
willie trujillo		male	richardgonzales@hotmail.com	67	universidad nacional de río cuarto	2020-11-11	contador público	carlos keen	6701
chris murray		male	dylanmccoy@hotmail.com	49	universidad nacional de río cuarto	2021-01-23	licenciatura en terapia ocupacional	carlos keen	6701
margaret anderson		female	pking@hotmail.com	62	universidad nacional de río cuarto	2020-09-08	licenciatura en ciencia política	campo la nena	2764
michael green		male	sdelacruz@yahoo.com	80	universidad nacional de río cuarto	2020-12-13	ingeniería en informática	campo la nena	2764
rebecca hart		female	smithkristi@gmail.com	24	universidad nacional de río cuarto	2020-11-07	medicina	23 de agosto	4504
dana webster		female	davidspence@yahoo.com	36	universidad nacional de río cuarto	2020-12-28	técnico para bioterios	23 de agosto	4504
melanie williams		female	kathyrusso@hotmail.com	72	universidad nacional de río cuarto	2020-11-17	farmacia	kilometro 23	3589
jessica ramirez		female	brentparker@gmail.com	20	universidad nacional de río cuarto	2020-11-03	ingeniería mecánica	antumpa	4632
brian george		male	chad58@gmail.com	82	universidad nacional de río cuarto	2020-09-21	agronomía	apostoles	3350
sara white		female	khall@yahoo.com	48	universidad nacional de río cuarto	2020-09-07	arquitectura	aguara grande	3071
