,last_name,first_name,gender,email,birth,age,university,inscription_date,career,location
456,Kristen-johnston,,F,Dennis95@hotmail.com,52/Dec/10,,Universidad-nacional-de-río-cuarto,20/Dec/28,Técnico-para-bioterios-,Chivilcoy
457,Erin-goodwin,,F,Lwatts@hotmail.com,85/Apr/05,,Universidad-nacional-de-río-cuarto,20/Dec/17,Licenciatura-en-ciencias-de-la-computación,El-duraznillo
458,Jennifer-smith,,F,Dgonzalez@yahoo.com,62/May/16,,Universidad-nacional-de-río-cuarto,21/Jan/03,Licenciatura-en-terapia-ocupacional,Benitez
459,Grant-sellers,,M,Kevin79@hotmail.com,48/Aug/09,,Universidad-nacional-de-río-cuarto,21/Jan/29,Medicina,Chavarria
460,Dennis-griffin,,M,Lopezpeter@yahoo.com,52/May/12,,Universidad-nacional-de-río-cuarto,20/Dec/13,Farmacia,Claudio-c-molina
461,Robert-doyle,,M,Lyonsjohn@yahoo.com,11/Jun/15,,Universidad-nacional-de-río-cuarto,21/Jan/02,Licenciatura-en-ciencias-de-la-computación,Estacion-sola
462,Jade-carroll,,F,Charlene71@yahoo.com,13/Dec/27,,Universidad-nacional-de-río-cuarto,20/Dec/26,Licenciatura-en-gestión-de-agroalimentos,Sancti-spiritu
463,Jessica-clarke,,F,Maria55@gmail.com,86/Oct/10,,Universidad-nacional-de-río-cuarto,20/Dec/08,Licenciatura-en-ciencia-y-tecnología-de-alimentos,El-bombero
464,Mary-hancock,,F,Jacksonmark@gmail.com,63/Jul/28,,Universidad-nacional-de-río-cuarto,20/Oct/01,Licenciatura-en-terapia-ocupacional,Arroyo-pastora
465,Victor-brown,,M,Allison32@yahoo.com,14/Nov/04,,Universidad-nacional-de-río-cuarto,20/Nov/08,Arquitectura,Estacion-lago-epecuen
466,Matthew-graham,,M,Ucordova@yahoo.com,41/Sep/30,,Universidad-nacional-de-río-cuarto,20/Dec/20,Técnico-para-bioterios-,Arroyo-seco
467,Mary-valdez,,F,Esteskelly@yahoo.com,67/Jul/11,,Universidad-nacional-de-río-cuarto,21/Jan/02,Licenciatura-en-musicoterapia,Cascada-los-cantaros
468,Bruce-cunningham,,M,Brookssamantha@gmail.com,64/Jun/01,,Universidad-nacional-de-río-cuarto,20/Oct/24,Licenciatura-en-ciencia-y-tecnología-de-alimentos,Porvenir
469,Susan-gilbert,,F,Michael49@gmail.com,09/May/10,,Universidad-nacional-de-río-cuarto,20/Sep/29,Técnico-para-bioterios-,Alto-de-leiva
470,Lucas-gordon,,M,Robin46@yahoo.com,04/Nov/06,,Universidad-nacional-de-río-cuarto,21/Jan/02,Licenciatura-en-artes,Alvarez-de-toledo
471,Brandon-little,,M,Taylor89@gmail.com,02/Jun/22,,Universidad-nacional-de-río-cuarto,20/Dec/31,Licenciatura-en-ciencia-política-,San-bernardo-del-tuyu
472,Alex-jacobson,,M,Nataliejones@hotmail.com,80/Mar/29,,Universidad-nacional-de-río-cuarto,20/Dec/08,Ingeniería-en-informática,Anta
473,Tara-bailey,,F,Kempmegan@gmail.com,16/Mar/25,,Universidad-nacional-de-río-cuarto,20/Dec/29,Licenciatura-en-ciencias-de-la-computación,Bordenave
474,Shawn-santiago,,M,Stephensjennifer@gmail.com,86/Jul/01,,Universidad-nacional-de-río-cuarto,20/Oct/22,Diseño-de-imagen-y-sonido,Membrillar
475,Stacie-thomas,,F,Claytonchristina@yahoo.com,54/May/15,,Universidad-nacional-de-río-cuarto,20/Dec/04,Licenciatura-en-ciencias-de-la-computación,Colonia-dos-rosas-y-la-legua
476,Brian-hancock,,M,Margaretmeadows@hotmail.com,63/Aug/29,,Universidad-nacional-de-río-cuarto,20/Nov/27,Licenciatura-en-ciencias-biológicas,Barrio-la-dolly
477,Raymond-gibbs,,M,Nicolelopez@hotmail.com,06/Dec/30,,Universidad-nacional-de-río-cuarto,20/Nov/02,Ingeniería-mecánica,Adolfo-alsina
478,Jonathan-fitzpatrick,,M,Rwhite@gmail.com,39/Nov/14,,Universidad-nacional-de-río-cuarto,20/Oct/24,Contador-público-,General-guido
479,Amanda-taylor,,F,Mgray@gmail.com,10/Jan/19,,Universidad-nacional-de-río-cuarto,20/Oct/27,Licenciatura-en-sociología-,Las-hermanas
480,Diane-armstrong,,F,Jwalters@yahoo.com,32/Jul/16,,Universidad-nacional-de-río-cuarto,20/Sep/02,Medicina,Bosques
481,Tina-moore,,F,Joshuagreer@gmail.com,53/Aug/12,,Universidad-nacional-de-río-cuarto,20/Oct/30,Licenciatura-en-administración-,Carandaiti
482,Sharon-strong,,F,Kimberlynelson@gmail.com,48/Jul/03,,Universidad-nacional-de-río-cuarto,20/Dec/21,Licenciatura-en-musicoterapia,Villa-olivari
483,Sara-carney,,F,Danielleonard@gmail.com,15/Jan/17,,Universidad-nacional-de-río-cuarto,20/Oct/28,Licenciatura-en-kinesiología-y-fisiatría,Agua-botada
484,Bobby-lewis,,M,Russell21@yahoo.com,15/Aug/25,,Universidad-nacional-de-río-cuarto,20/Dec/28,Licenciatura-en-ciencias-ambientales,11-de-septiembre
485,Ms.-katie-smith,,F,Igonzalez@yahoo.com,62/May/29,,Universidad-nacional-de-río-cuarto,20/Oct/15,Licenciatura-en-producción-de-bioimagenes,Recalde
486,Lori-hodges,,F,Michellewilliams@hotmail.com,85/Jan/28,,Universidad-nacional-de-río-cuarto,20/Dec/01,Licenciatura-en-administración-,Castilla
487,Andrea-taylor,,F,Collinsandrea@hotmail.com,89/Mar/31,,Universidad-nacional-de-río-cuarto,21/Jan/03,Bioquímica,Aldea-san-gregorio
488,Samantha-bell,,F,Psimon@yahoo.com,20/Oct/05,,Universidad-nacional-de-río-cuarto,20/Dec/10,Ciencias-veterinarias,Arroyo-pareja
489,Paula-jones,,F,Caseyedwards@hotmail.com,22/May/21,,Universidad-nacional-de-río-cuarto,20/Nov/06,Diseño-industrial,Comandante-leal
490,Anne-anderson,,F,Gabrielle02@yahoo.com,16/May/14,,Universidad-nacional-de-río-cuarto,20/Nov/27,Ciencias-veterinarias,El-carmen
491,Deborah-nguyen,,F,Donald94@hotmail.com,92/Aug/25,,Universidad-nacional-de-río-cuarto,21/Jan/20,Licenciatura-en-ciencias-antropológicas,Colonia-zapata
492,Joshua-adams,,M,Jordanmedina@yahoo.com,82/Aug/19,,Universidad-nacional-de-río-cuarto,21/Jan/16,Licenciatura-en-planificación-y-diseño-del-paisaje,Casablanca
493,George-carter,,M,Olee@hotmail.com,73/Dec/12,,Universidad-nacional-de-río-cuarto,20/Sep/23,Medicina,Adolfo-van-praet
494,Eric-miller,,M,Ruben79@gmail.com,73/May/03,,Universidad-nacional-de-río-cuarto,20/Dec/05,Contador-público-,Campo-pesoa
495,Robin-rios,,F,Xfrederick@gmail.com,12/Apr/11,,Universidad-nacional-de-río-cuarto,21/Jan/16,Medicina,Campo-el-mataco
496,Shannon-snyder,,F,Adam20@hotmail.com,98/Jun/01,,Universidad-nacional-de-río-cuarto,21/Jan/05,Arquitectura,Moron
497,Courtney-hoffman,,F,Gonzalezjasmine@gmail.com,29/Jan/19,,Universidad-nacional-de-río-cuarto,20/Nov/13,Licenciatura-en-sociología-,La-eduvigis
498,Bianca-carter,,F,Ambertaylor@yahoo.com,97/Apr/17,,Universidad-nacional-de-río-cuarto,20/Oct/14,Farmacia,Colonia-la-oracion
499,Paul-jones,,M,Bernardmark@gmail.com,83/Jan/12,,Universidad-nacional-de-río-cuarto,20/Nov/17,Farmacia,Cameron
500,Jeremy-rodriguez,,M,Juliansilva@hotmail.com,39/Jun/13,,Universidad-nacional-de-río-cuarto,20/Sep/18,Arquitectura,Huanqueros
501,William-cervantes,,M,Ghendricks@hotmail.com,11/Dec/21,,Universidad-nacional-de-río-cuarto,20/Dec/09,Contador-público-,El-abanico
502,Yvonne-todd,,F,Xrodriguez@gmail.com,47/Feb/28,,Universidad-nacional-de-río-cuarto,20/Oct/19,Agronomía,Arenales
503,Andrew-wallace,,M,James52@hotmail.com,76/Mar/18,,Universidad-nacional-de-río-cuarto,20/Sep/17,Licenciatura-en-terapia-ocupacional,Arroyo
504,Shelley-wood,,F,Derekanderson@gmail.com,48/Aug/15,,Universidad-nacional-de-río-cuarto,20/Dec/02,Diseño-de-imagen-y-sonido,Aguada-de-guerra
505,Melissa-watkins,,F,Ashley36@gmail.com,59/Feb/10,,Universidad-nacional-de-río-cuarto,20/Sep/10,Farmacia,20-de-febrero
506,Angela-clark,,F,Duanecarney@gmail.com,96/Sep/24,,Universidad-nacional-de-río-cuarto,21/Jan/26,Ciencias-veterinarias,Empalme-frontera
507,Christopher-hamilton,,M,Randalljoel@yahoo.com,43/Jul/14,,Universidad-nacional-de-río-cuarto,20/Oct/18,Licenciatura-en-ciencias-antropológicas,Isla-grande
508,William-morrison,,M,Dennismills@hotmail.com,66/Mar/07,,Universidad-nacional-de-río-cuarto,21/Jan/10,Licenciatura-en-producción-de-bioimagenes,Temperley
509,Christopher-delacruz,,M,Dominique46@hotmail.com,85/Jun/23,,Universidad-nacional-de-río-cuarto,20/Dec/13,Diseño-de-imagen-y-sonido,Burzaco
510,Mary-williams-phd,,F,Evan37@gmail.com,85/Jun/07,,Universidad-nacional-de-río-cuarto,20/Oct/12,Diseño-industrial,Abel
511,Walter-schneider,,M,Brandon45@hotmail.com,84/Dec/11,,Universidad-nacional-de-río-cuarto,20/Sep/22,Licenciatura-en-relaciones-del-trabajo-,Las-hermanas
512,Pamela-johnson,,F,Jill67@yahoo.com,32/Oct/23,,Universidad-nacional-de-río-cuarto,20/Sep/09,Farmacia,Las-perlas
513,Megan-rios,,F,Gonzalezmargaret@gmail.com,17/Apr/04,,Universidad-nacional-de-río-cuarto,20/Oct/14,Licenciatura-en-relaciones-del-trabajo-,Arroyo-seco
514,Ellen-horne,,F,Chenlarry@gmail.com,91/Jun/15,,Universidad-nacional-de-río-cuarto,20/Oct/27,Ingeniería-mecánica,Doctor-domingo-harosteguy
515,Alfred-allen,,M,Qgutierrez@yahoo.com,35/Dec/30,,Universidad-nacional-de-río-cuarto,20/Nov/13,Licenciatura-en-planificación-y-diseño-del-paisaje,23-de-agosto
516,Kevin-fitzpatrick,,M,Anna20@hotmail.com,84/Nov/09,,Universidad-nacional-de-río-cuarto,20/Nov/25,Agronomía,Arroyo-caraballo
517,Richard-tanner,,M,Currybarbara@yahoo.com,78/Apr/14,,Universidad-nacional-de-río-cuarto,20/Sep/28,Agronomía,Abipones
518,Sandra-newton,,F,Olsenjoseph@hotmail.com,27/Oct/12,,Universidad-nacional-de-río-cuarto,20/Dec/18,Licenciatura-en-musicoterapia,Arroyo-magdalena
519,Erik-lin,,M,Crawfordjoshua@yahoo.com,89/Dec/24,,Universidad-nacional-de-río-cuarto,20/Oct/21,Licenciatura-en-ciencias-antropológicas,Ariel
520,Curtis-duncan,,M,Moorepamela@yahoo.com,14/Dec/23,,Universidad-nacional-de-río-cuarto,20/Oct/19,Ingeniería-electrónica,Hurlingham
521,Christian-douglas,,M,Richardsmichael@yahoo.com,60/Dec/27,,Universidad-nacional-de-río-cuarto,20/Sep/21,Ingeniería-mecánica,Frigorifico-cap
522,Scott-reese,,M,Xkelly@hotmail.com,11/Mar/05,,Universidad-nacional-de-río-cuarto,21/Jan/08,Licenciatura-en-ciencias-antropológicas,Albarellos
523,Brian-turner,,M,Smithtony@gmail.com,18/Sep/20,,Universidad-nacional-de-río-cuarto,20/Dec/16,Licenciatura-en-ciencia-y-tecnología-de-alimentos,El-pimpollo
524,Kathy-green,,F,Dillonmeyer@gmail.com,68/Nov/30,,Universidad-nacional-de-río-cuarto,21/Jan/18,Licenciatura-en-relaciones-del-trabajo-,Campo-caretto
525,Eric-smith,,M,Itate@gmail.com,64/Feb/07,,Universidad-nacional-de-río-cuarto,20/Nov/11,Licenciatura-en-administración-,Villani
526,Leah-saunders,,F,Chad36@gmail.com,48/Sep/08,,Universidad-nacional-de-río-cuarto,21/Jan/07,Licenciatura-en-ciencia-política-,Campo-la-flor-los-ralos
527,Mary-brewer,,F,Nguyendebra@yahoo.com,61/Nov/07,,Universidad-nacional-de-río-cuarto,20/Nov/15,Licenciatura-en-ciencias-ambientales,Lote-11-escuela-107
528,Rebecca-cisneros,,F,Awelch@gmail.com,47/Aug/03,,Universidad-nacional-de-río-cuarto,20/Sep/03,Licenciatura-en-ciencias-biológicas,Cupiles
529,Jerry-davis,,M,Doughertydevin@yahoo.com,64/Jul/17,,Universidad-nacional-de-río-cuarto,20/Oct/18,Técnico-para-bioterios-,Casbas
530,Lisa-hutchinson,,F,Taylor63@gmail.com,57/Jul/24,,Universidad-nacional-de-río-cuarto,20/Sep/07,Licenciatura-en-psicología,Estancia-las-gamas
531,William-brown,,M,Davischarles@gmail.com,88/May/25,,Universidad-nacional-de-río-cuarto,20/Dec/30,Licenciatura-en-artes,El-perdido-est-jose-guisasola
532,Antonio-brown,,M,Kristinaking@yahoo.com,09/Sep/14,,Universidad-nacional-de-río-cuarto,21/Jan/15,Licenciatura-en-musicoterapia,Alsina
533,Robert-branch,,M,Jjones@gmail.com,89/Sep/11,,Universidad-nacional-de-río-cuarto,20/Nov/09,Bioquímica,Alisos--de-abajo
534,Joshua-villegas,,M,Hulltina@hotmail.com,29/Jul/23,,Universidad-nacional-de-río-cuarto,20/Sep/04,Ingeniería-mecánica,Cataratas-del-iguazu
535,Victoria-rasmussen,,F,Khopkins@yahoo.com,28/Sep/08,,Universidad-nacional-de-río-cuarto,21/Jan/04,Medicina,Azul
536,Jason-murray,,M,Thomascowan@gmail.com,65/Dec/11,,Universidad-nacional-de-río-cuarto,20/Dec/19,Licenciatura-en-planificación-y-diseño-del-paisaje,Arribeños
537,Teresa-bailey,,F,Sandramyers@yahoo.com,15/Oct/05,,Universidad-nacional-de-río-cuarto,20/Nov/27,Licenciatura-en-ciencias-biológicas,Cascada-los-cantaros
538,Melody-davis,,F,John24@hotmail.com,49/Sep/21,,Universidad-nacional-de-río-cuarto,20/Dec/16,Farmacia,Campo-quiñones
539,Michael-garcia,,M,Danielharvey@yahoo.com,87/Apr/22,,Universidad-nacional-de-río-cuarto,20/Oct/01,Licenciatura-en-ciencias-antropológicas,Bosques
540,Jonathan-moore,,M,Keithmichael@hotmail.com,12/Jun/16,,Universidad-nacional-de-río-cuarto,20/Nov/05,Diseño-de-imagen-y-sonido,La-pelada
541,Jerry-johnson,,M,Janegarcia@hotmail.com,05/Nov/29,,Universidad-nacional-de-río-cuarto,20/Nov/09,Licenciatura-en-relaciones-del-trabajo-,Abra-de-pives
542,Maria-morgan,,F,Wattsjeremy@yahoo.com,52/Jun/22,,Universidad-nacional-de-río-cuarto,20/Oct/09,Licenciatura-en-ciencia-y-tecnología-de-alimentos,Bagual
543,Joseph-boyer,,M,Wwatson@hotmail.com,13/Jul/11,,Universidad-nacional-de-río-cuarto,20/Oct/19,Licenciatura-en-relaciones-del-trabajo-,Carahunco
544,Morgan-jackson,,F,Christina34@hotmail.com,11/Sep/08,,Universidad-nacional-de-río-cuarto,20/Nov/22,Bioquímica,Buena-esperanza
545,Melissa-baxter,,F,Huberjames@yahoo.com,26/Jan/12,,Universidad-nacional-de-río-cuarto,20/Oct/28,Licenciatura-en-ciencias-geológicas,Alegre
546,Debbie-manning,,F,Davidrodriguez@hotmail.com,75/Mar/04,,Universidad-nacional-de-río-cuarto,20/Oct/14,Licenciatura-en-producción-de-bioimagenes,Diamante
547,Shelby-henderson,,F,Brandonmorgan@hotmail.com,84/Sep/25,,Universidad-nacional-de-río-cuarto,20/Nov/15,Ingeniería-en-informática,Caimancito
548,Taylor-williams,,F,Cindy04@hotmail.com,05/Oct/25,,Universidad-nacional-de-río-cuarto,20/Dec/11,Contador-público-,11-de-mayo
549,Stacey-davis,,F,Gblake@hotmail.com,48/Oct/13,,Universidad-nacional-de-río-cuarto,20/Sep/17,Licenciatura-en-sociología-,Brea-chimpana
550,Chelsea-levine,,F,Ogray@gmail.com,67/Mar/23,,Universidad-nacional-de-río-cuarto,20/Oct/07,Diseño-de-imagen-y-sonido,Aconquija
551,Debra-delgado,,F,Kyle13@gmail.com,41/May/22,,Universidad-nacional-de-río-cuarto,20/Dec/06,Ciencias-veterinarias,Comodoro-rivadavia
552,Pamela-moon,,F,Frankjohnson@hotmail.com,64/Nov/10,,Universidad-nacional-de-río-cuarto,20/Sep/20,Técnico-para-bioterios-,Barrio-villa-adela
553,Tina-paul,,F,Stephen90@hotmail.com,18/Jan/31,,Universidad-nacional-de-río-cuarto,20/Oct/21,Licenciatura-en-ciencias-de-la-computación,Alvaro-barros
554,Sandra-clark,,F,Xbrown@yahoo.com,62/Jul/18,,Universidad-nacional-de-río-cuarto,20/Sep/14,Arquitectura,Campamento-sol
555,Felicia-williams,,F,Kfrederick@yahoo.com,64/Jan/17,,Universidad-nacional-de-río-cuarto,21/Jan/10,Técnico-para-bioterios-,Desvio-kilometro-234
556,Robert-alexander,,M,Jpeterson@hotmail.com,33/Oct/29,,Universidad-nacional-de-río-cuarto,20/Dec/01,Medicina,El-hoyo
557,Ryan-smith,,M,Alicia18@gmail.com,19/Jun/02,,Universidad-nacional-de-río-cuarto,20/Nov/29,Licenciatura-en-psicología,Edmundo-perkins
558,Mark-whitaker,,M,Wguzman@hotmail.com,21/Aug/29,,Universidad-nacional-de-río-cuarto,20/Oct/17,Contador-público-,Capitan-bermudez
559,James-townsend,,M,Barreracynthia@yahoo.com,72/Sep/08,,Universidad-nacional-de-río-cuarto,20/Dec/02,Licenciatura-en-sociología-,Colonia-coronel-dorrego
560,Jeffrey-watson,,M,Blucero@hotmail.com,91/Jul/14,,Universidad-nacional-de-río-cuarto,20/Dec/22,Licenciatura-en-artes,Atuel-sud
561,Derek-fisher,,M,Ktorres@hotmail.com,98/Oct/31,,Universidad-nacional-de-río-cuarto,20/Sep/25,Bioquímica,Abipones
562,Susan-scott,,F,Nicholaselliott@yahoo.com,58/May/06,,Universidad-nacional-de-río-cuarto,21/Jan/18,Bioquímica,Cortaderas
563,Tracy-riddle,,F,Floreschloe@yahoo.com,46/Dec/03,,Universidad-nacional-de-río-cuarto,20/Sep/06,Medicina,Arroyo-las-minas
564,Jessica-sullivan,,F,Thomas93@yahoo.com,11/Mar/24,,Universidad-nacional-de-río-cuarto,20/Dec/14,Licenciatura-en-ciencias-biológicas,Bella-vista
565,Bryan-valdez,,M,Edwardallen@gmail.com,43/Jun/28,,Universidad-nacional-de-río-cuarto,21/Jan/26,Licenciatura-en-ciencias-de-la-computación,El-alto
566,Victoria-valenzuela,,F,Charlescurtis@yahoo.com,05/Feb/02,,Universidad-nacional-de-río-cuarto,20/Dec/01,Licenciatura-en-relaciones-del-trabajo-,Colonia-zambungo
567,Ashley-parker,,F,Matthew27@gmail.com,15/Oct/14,,Universidad-nacional-de-río-cuarto,20/Sep/26,Licenciatura-en-ciencias-biológicas,Campo-de-mayo
568,Anthony-jennings,,M,Sara55@gmail.com,48/Jun/11,,Universidad-nacional-de-río-cuarto,21/Jan/07,Licenciatura-en-terapia-ocupacional,Barranquitas
569,Brenda-chambers,,F,Amyroberts@hotmail.com,63/Apr/09,,Universidad-nacional-de-río-cuarto,21/Jan/14,Contador-público-,Aguada-san-roque
570,Henry-proctor,,M,Jasonmcdonald@yahoo.com,81/Aug/03,,Universidad-nacional-de-río-cuarto,21/Jan/07,Ingeniería-mecánica,Rincon-de-milberg
571,Kelsey-hendrix,,F,Uwalters@yahoo.com,31/Oct/11,,Universidad-nacional-de-río-cuarto,20/Sep/09,Licenciatura-en-psicología,El-chalten
572,Taylor-hernandez,,F,Jennifer59@gmail.com,60/Jul/06,,Universidad-nacional-de-río-cuarto,20/Dec/31,Licenciatura-en-kinesiología-y-fisiatría,El-araza
573,Michelle-hammond,,F,Mendozalisa@yahoo.com,51/Aug/11,,Universidad-nacional-de-río-cuarto,20/Nov/06,Licenciatura-en-administración-,Antiguyos
574,Catherine-santiago,,F,Prestondonald@hotmail.com,12/Apr/26,,Universidad-nacional-de-río-cuarto,21/Jan/11,Contador-público-,Cinco-saltos
575,Larry-mitchell,,M,Sheltonjared@gmail.com,13/Aug/26,,Universidad-nacional-de-río-cuarto,20/Nov/27,Licenciatura-en-ciencias-biológicas,Cramer
576,Melissa-lopez,,F,Amy11@yahoo.com,84/Dec/03,,Universidad-nacional-de-río-cuarto,20/Dec/25,Farmacia,Colonia-bella-italia
577,Jessica-phillips,,F,Stevenschad@gmail.com,84/Jan/16,,Universidad-nacional-de-río-cuarto,21/Jan/24,Licenciatura-en-ciencias-de-la-educación-,Cañadon-la-madera
578,Joshua-pierce,,M,Rbradley@hotmail.com,88/May/15,,Universidad-nacional-de-río-cuarto,20/Sep/17,Ciencias-veterinarias,Abra-verde
579,Alexander-may,,M,Patelbenjamin@yahoo.com,01/Mar/23,,Universidad-nacional-de-río-cuarto,21/Jan/24,Licenciatura-en-ciencia-y-tecnología-de-alimentos,Primera-junta
580,Tammy-middleton,,F,Davidwilkins@gmail.com,80/Apr/05,,Universidad-nacional-de-río-cuarto,20/Sep/24,Licenciatura-en-terapia-ocupacional,Perez
581,Sharon-martin,,F,Zwalton@yahoo.com,34/Aug/29,,Universidad-nacional-de-río-cuarto,20/Nov/08,Ciencias-veterinarias,Cachiyuyal
582,Carolyn-lopez,,F,Evansrobert@gmail.com,31/Apr/08,,Universidad-nacional-de-río-cuarto,20/Nov/08,Diseño-de-imagen-y-sonido,Isla-tigre
583,Michael-sullivan,,M,Gonzalezjessica@yahoo.com,27/Aug/15,,Universidad-nacional-de-río-cuarto,20/Nov/15,Diseño-industrial,Alarcon
584,Troy-rodriguez,,M,Guerrabobby@gmail.com,37/Nov/16,,Universidad-nacional-de-río-cuarto,20/Oct/13,Ingeniería-en-informática,Bahia-creek
585,Jeffrey-holder,,M,Rbrown@hotmail.com,28/Nov/18,,Universidad-nacional-de-río-cuarto,20/Nov/17,Licenciatura-en-producción-de-bioimagenes,Apoyaco
586,Aimee-murphy,,F,Michellesteele@yahoo.com,83/Mar/13,,Universidad-nacional-de-río-cuarto,20/Nov/24,Contador-público-,Mecha
587,Katelyn-austin,,F,Xmiller@yahoo.com,36/May/09,,Universidad-nacional-de-río-cuarto,21/Jan/21,Medicina,Angeloni
588,Susan-acosta,,F,Mscott@gmail.com,79/Feb/25,,Universidad-nacional-de-río-cuarto,20/Oct/22,Licenciatura-en-ciencia-y-tecnología-de-alimentos,Aguadita
589,Scott-oliver,,M,Shirleyevans@gmail.com,46/Dec/03,,Universidad-nacional-de-río-cuarto,21/Jan/04,Licenciatura-en-ciencias-ambientales,Albardon
590,Crystal-campbell,,F,Angelaburgess@gmail.com,58/Aug/04,,Universidad-nacional-de-río-cuarto,20/Oct/04,Licenciatura-en-ciencias-de-la-computación,Colonia-el-simbol
591,Tyler-bowers,,M,Powellbrian@yahoo.com,88/Dec/28,,Universidad-nacional-de-río-cuarto,20/Dec/28,Licenciatura-en-psicología,Arroyito
592,William-meyer,,M,Hkim@gmail.com,51/Jun/21,,Universidad-nacional-de-río-cuarto,20/Dec/11,Licenciatura-en-terapia-ocupacional,Corral-de-piedras
593,Jacob-moore,,M,Amcneil@hotmail.com,46/Feb/05,,Universidad-nacional-de-río-cuarto,21/Jan/08,Licenciatura-en-planificación-y-diseño-del-paisaje,Colonia-la-oracion
594,Jennifer-king,,F,Garygibson@yahoo.com,97/Feb/28,,Universidad-nacional-de-río-cuarto,20/Sep/17,Ingeniería-electrónica,Adolfo-rodriguez-saa
595,Sandra-richardson,,F,Omcmahon@yahoo.com,07/Oct/04,,Universidad-nacional-de-río-cuarto,20/Dec/09,Ingeniería-en-informática,San-clemente-del-tuyu
596,Jennifer-gutierrez,,F,Meyermichelle@hotmail.com,22/Oct/30,,Universidad-nacional-de-río-cuarto,20/Sep/27,Ingeniería-mecánica,Hughes
597,James-hill,,M,Whitekenneth@gmail.com,31/Jul/28,,Universidad-nacional-de-río-cuarto,20/Nov/27,Bioquímica,Arequito
598,Natalie-brown,,F,Andrewwood@gmail.com,33/Nov/30,,Universidad-nacional-de-río-cuarto,20/Nov/10,Ingeniería-mecánica,Bañado-verde
599,Holly-alvarez,,F,Francis81@hotmail.com,09/Apr/05,,Universidad-nacional-de-río-cuarto,20/Nov/25,Licenciatura-en-ciencias-antropológicas,Adan-quiroga
600,Maria-park,,F,Janetwoods@gmail.com,96/Dec/17,,Universidad-nacional-de-río-cuarto,21/Jan/22,Licenciatura-en-gestión-de-agroalimentos,Barrio-villa-adela
601,Darius-young,,M,Cainjeremy@yahoo.com,56/Jun/28,,Universidad-nacional-de-río-cuarto,20/Dec/05,Bioquímica,Avellaneda
602,Matthew-barrett,,M,Salazarbenjamin@yahoo.com,44/Apr/26,,Universidad-nacional-de-río-cuarto,20/Sep/25,Ciencias-veterinarias,Clason
603,Carla-benitez,,F,Sarahrusso@hotmail.com,52/Jul/12,,Universidad-nacional-de-río-cuarto,20/Oct/25,Farmacia,Wilde
604,Casey-wright,,M,Jose78@yahoo.com,26/Dec/19,,Universidad-nacional-de-río-cuarto,20/Sep/30,Actuario-,17-de-agosto
605,Gina-cunningham,,F,John80@yahoo.com,81/Sep/30,,Universidad-nacional-de-río-cuarto,20/Nov/07,Ingeniería-mecánica,Arroyo-burgos
606,Glenn-jones,,M,Daltonnicole@hotmail.com,33/Sep/12,,Universidad-nacional-de-río-cuarto,20/Oct/03,Licenciatura-en-psicología,Coliqueo
607,Susan-adkins,,F,Richard32@yahoo.com,10/Dec/08,,Universidad-nacional-de-río-cuarto,20/Nov/24,Licenciatura-en-gestión-de-agroalimentos,Cuartel-v
608,Eddie-tucker,,M,Clewis@gmail.com,76/May/01,,Universidad-nacional-de-río-cuarto,20/Nov/14,Actuario-,Arenaza
609,Kathleen-knapp,,F,Millermiguel@yahoo.com,35/Apr/20,,Universidad-nacional-de-río-cuarto,21/Jan/18,Diseño-industrial,Colonia-loma-negra
610,Helen-johnson,,F,Emiller@hotmail.com,02/Nov/21,,Universidad-nacional-de-río-cuarto,20/Dec/12,Licenciatura-en-musicoterapia,Monte-chingolo
611,Cheryl-pena,,F,Nicholasrivera@yahoo.com,94/Aug/28,,Universidad-nacional-de-río-cuarto,20/Sep/21,Farmacia,Adrogue
612,Susan-foster,,F,Ryan78@yahoo.com,55/Dec/27,,Universidad-nacional-de-río-cuarto,20/Oct/05,Ingeniería-electrónica,Jose-clemente-paz
613,Ryan-bernard,,M,Xhampton@hotmail.com,92/May/10,,Universidad-nacional-de-río-cuarto,20/Oct/31,Ciencias-veterinarias,Costa-del-nogoya
614,Melissa-escobar,,F,Heather97@gmail.com,39/Nov/14,,Universidad-nacional-de-río-cuarto,20/Sep/01,Ingeniería-electrónica,Costa-bonita-balneario
615,Amanda-taylor,,F,Walter33@yahoo.com,04/Sep/19,,Universidad-nacional-de-río-cuarto,20/Dec/16,Contador-público-,Algarrobo
616,Jamie-haynes,,F,Wendyyoung@hotmail.com,90/Jul/18,,Universidad-nacional-de-río-cuarto,20/Sep/30,Licenciatura-en-musicoterapia,El-potrero
617,Jason-mccormick,,M,Louissullivan@yahoo.com,16/Jan/21,,Universidad-nacional-de-río-cuarto,20/Oct/23,Ingeniería-mecánica,Roldan
618,Deborah-morris,,F,Wnewman@yahoo.com,76/Mar/12,,Universidad-nacional-de-río-cuarto,20/Sep/05,Licenciatura-en-psicología,Camino-centenario-km-11500
619,Dawn-harrison,,F,Gwilliams@gmail.com,84/Jan/30,,Universidad-nacional-de-río-cuarto,20/Nov/26,Licenciatura-en-terapia-ocupacional,Catamontaña
620,Kristi-jackson,,F,Gilmoreanna@yahoo.com,26/Aug/12,,Universidad-nacional-de-río-cuarto,20/Dec/07,Licenciatura-en-ciencia-política-,Alto-calilegua
