university,career,inscription_date,first_name,last_name,birth_date,gender,age,postal_code,location,email
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Sep-04,,thomas-reynolds,95-Sep-09,m,,6723,,brandon31@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Nov-06,,jeffrey-love,25-Feb-06,m,,6743,,vickienicholson@gmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Sep-26,,adrienne-martin,04-Aug-30,f,,1888,,john53@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Oct-05,,ricky-baldwin,41-Jul-12,m,,3113,,jared20@hotmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Oct-29,,daniel-russo,97-Jul-17,m,,3044,,smallbarbara@gmail.com
universidad-de-buenos-aires,farmacia,20-Dec-14,,andrea-fleming,08-Mar-04,f,,2173,,danielcortez@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Dec-30,,james-hall,76-Feb-05,m,,3061,,thomas98@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Oct-11,,alvin-sherman,26-Jan-24,m,,3228,,kellykyle@hotmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-23,,monique-moore,59-Feb-16,f,,6330,,varias@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Dec-17,,daniel-wu,31-Mar-02,m,,5589,,andrea63@yahoo.com
universidad-de-buenos-aires,arquitectura,20-Oct-20,,jeffrey-richardson,29-Jul-10,m,,1739,,carriehicks@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Sep-16,,lynn-rodriguez,19-Jul-18,f,,8172,,rebecca65@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Nov-06,,linda-richardson,13-Jun-25,f,,6223,,michele37@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Nov-21,,cameron-pena,66-Jan-17,m,,2919,,ymiller@gmail.com
universidad-de-buenos-aires,diseño-industrial,20-Dec-16,,debbie-lopez,84-Feb-08,f,,1890,,scottkenneth@hotmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-09,,sara-crosby,66-Oct-01,f,,4172,,hkelley@hotmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Nov-14,,barbara-rodriguez,27-Jun-29,f,,5321,,charles26@gmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-15,,stacy-hodge,64-Sep-11,f,,7545,,brianrivera@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Nov-25,,laura-ho,44-Sep-13,f,,5470,,sabrina76@gmail.com
universidad-de-buenos-aires,contador-público-,20-Oct-27,,jacob-torres,51-Jul-08,m,,1856,,jvalencia@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,21-Jan-19,,joseph-dawson,14-Feb-01,m,,2700,,dmoore@hotmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Dec-13,,tracy-rhodes,92-Jun-25,f,,1862,,cassandraolsen@hotmail.com
universidad-de-buenos-aires,farmacia,20-Dec-03,,tyler-cunningham,30-Nov-10,m,,3432,,collinswayne@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Oct-06,,carlos-hopkins,99-Jan-22,m,,3386,,dodom@hotmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Oct-03,,kevin-richards,90-Nov-13,m,,6474,,zyoung@yahoo.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Sep-16,,megan-bennett,89-Apr-17,f,,9401,,edwinsawyer@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-30,,daniel-schneider,14-Feb-10,m,,8148,,thomaslam@gmail.com
universidad-de-buenos-aires,actuario-,20-Dec-09,,jason-briggs,10-May-29,m,,5637,,iwhite@yahoo.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Dec-01,,nichole-nelson,86-Aug-21,f,,3081,,theresa83@gmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,21-Jan-27,,robert-pollard,83-Dec-26,m,,1901,,lopezjessica@hotmail.com
universidad-de-buenos-aires,agronomía,20-Oct-05,,angela-reese,38-Apr-06,f,,5722,,taylor42@hotmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Oct-20,,stephen-nichols,46-Jul-17,m,,3052,,nmay@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,21-Jan-02,,christina-moore,00-Jan-16,f,,7505,,christinawilliams@gmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Oct-02,,karen-dunn,45-Aug-30,f,,7305,,davispatrick@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Nov-29,,ashley-bean,12-Mar-12,f,,3050,,stephenanderson@hotmail.com
universidad-de-buenos-aires,bioquímica,20-Oct-15,,jody-howell,09-May-05,f,,6409,,angela77@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Sep-01,,kenneth-fernandez,19-Jul-21,m,,2914,,michaelrose@yahoo.com
universidad-de-buenos-aires,bioquímica,20-Dec-02,,kimberly-pham,42-Jun-29,f,,2113,,abigailgray@yahoo.com
universidad-de-buenos-aires,agronomía,20-Nov-28,,jorge-castro,03-Apr-01,m,,5735,,misty59@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Nov-25,,christina-kelly,15-May-10,f,,7623,,kylecrawford@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Nov-01,,gwendolyn-franklin,51-Sep-30,f,,3309,,andrea40@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-06,,kristen-rose,59-Jul-04,f,,1987,,alexandragarcia@hotmail.com
universidad-de-buenos-aires,bioquímica,21-Jan-15,,jeffrey-cox,07-Oct-29,m,,6553,,ahawkins@yahoo.com
universidad-de-buenos-aires,farmacia,20-Sep-20,,terry-ayers,44-Aug-14,m,,5759,,sarah64@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,21-Jan-04,,tracey-green,75-Nov-18,f,,2764,,victorjackson@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Nov-05,,mary-mcdowell,89-Sep-05,f,,5415,,hannahblackwell@hotmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,21-Jan-13,,mrs.-evelyn-smith-md,36-Sep-18,f,,3105,,cbowen@gmail.com
universidad-de-buenos-aires,bioquímica,20-Dec-10,,angela-ramos,96-May-19,f,,4622,,richard57@gmail.com
universidad-de-buenos-aires,ingeniería-en-informática,20-Oct-28,,brent-ingram,74-Jan-24,m,,6207,,jameswolfe@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Sep-27,,gary-vargas,59-Dec-05,m,,5351,,gsweeney@hotmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,21-Jan-28,,megan-torres,97-Sep-06,f,,9021,,nicole48@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-11,,renee-pearson,31-Jul-15,f,,2253,,bsimmons@yahoo.com
universidad-de-buenos-aires,contador-público-,20-Dec-05,,eric-miller,75-Feb-16,m,,4230,,uwall@hotmail.com
universidad-de-buenos-aires,arquitectura,20-Dec-09,,sally-wolf,82-Jun-12,f,,5272,,bdaniel@hotmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Dec-11,,nicholas-foster,79-Nov-09,m,,4145,,sampsonheather@yahoo.com
universidad-de-buenos-aires,medicina,20-Sep-12,,donna-atkins,51-Aug-06,f,,9303,,kellermicheal@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-05,,frank-frost,98-Jun-07,m,,2156,,swansonjohn@yahoo.com
universidad-de-buenos-aires,licenciatura-en-psicología,21-Jan-30,,michael-fowler,14-Oct-31,m,,1640,,gbrown@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Sep-04,,alicia-thomas,36-Jul-11,f,,5549,,brianphillips@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,21-Feb-01,,rebecca-cowan,36-Jan-19,f,,6706,,adam83@hotmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Sep-20,,suzanne-bruce,21-Jul-28,f,,4122,,karl02@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Oct-23,,karen-moss,36-Jan-27,f,,5385,,nicholascharles@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-14,,matthew-mendoza,04-Jun-22,m,,5357,,byrdkevin@gmail.com
universidad-de-buenos-aires,licenciatura-en-artes,21-Jan-05,,jennifer-webb,69-Mar-28,f,,7307,,aaron52@gmail.com
universidad-de-buenos-aires,diseño-industrial,20-Sep-04,,jane-dominguez,25-Apr-15,f,,9107,,vjuarez@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-05,,frederick-stanley,81-Oct-23,m,,5555,,holtjamie@hotmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Oct-05,,brian-ross,06-Apr-05,m,,8206,,joshua11@yahoo.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Sep-14,,monica-owens,99-May-20,f,,1613,,erinphillips@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Sep-08,,matthew-rose,45-Nov-01,m,,2241,,jonathan38@gmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Nov-05,,sandra-simon,23-Apr-24,f,,3350,,kristina72@gmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Nov-19,,alicia-acosta,46-Jul-12,f,,8171,,patricia58@gmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Sep-30,,william-walker,15-Jun-01,m,,3718,,connie50@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Nov-07,,lynn-johnson,40-May-14,f,,7247,,erinbanks@gmail.com
universidad-de-buenos-aires,medicina,20-Nov-14,,tony-chavez,29-Aug-04,m,,2918,,loripeterson@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Dec-31,,kristopher-bennett,12-Aug-27,m,,6354,,michelle93@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Nov-24,,ashley-williams,06-Mar-08,f,,7228,,cmitchell@hotmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Oct-23,,sarah-adams,47-Jun-15,f,,6070,,jamesperry@yahoo.com
universidad-de-buenos-aires,bioquímica,21-Jan-10,,danielle-mitchell,73-Jun-20,f,,7613,,vhill@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Dec-18,,robert-elliott,19-Oct-15,m,,3357,,andersenmercedes@yahoo.com
universidad-de-buenos-aires,agronomía,20-Nov-18,,taylor-clark,13-Apr-24,f,,5883,,kimberlyjones@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Nov-14,,richard-kirby,39-Jan-07,m,,2309,,alvareztina@hotmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-04,,aaron-byrd,11-Jun-12,m,,8364,,kristineblackwell@yahoo.com
universidad-de-buenos-aires,farmacia,21-Jan-14,,jennifer-clarke,74-Oct-23,f,,6433,,kevinespinoza@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Oct-10,,courtney-davis,85-Jun-27,f,,5443,,arivas@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Oct-31,,patrick-caldwell,84-Jul-26,m,,4705,,pottermegan@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,21-Jan-06,,elizabeth-lin,45-Sep-13,f,,2916,,elizabethsmith@yahoo.com
universidad-de-buenos-aires,actuario-,20-Sep-21,,luis-jackson,28-Mar-03,m,,4142,,andrewhamilton@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,21-Jan-15,,julia-mora,11-Apr-24,f,,5343,,qbentley@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-27,,megan-stuart,95-Jan-26,f,,1923,,sharpcynthia@gmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Dec-22,,michael-williams,60-Nov-28,m,,7501,,melanie70@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Oct-01,,brandon-henderson,10-Nov-20,m,,4144,,kennethdaniels@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Sep-30,,jeremiah-mitchell,75-Feb-08,m,,6213,,calvin66@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Dec-13,,melissa-buck,77-Jan-30,f,,6748,,julierogers@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Nov-16,,william-mendez,39-Mar-17,m,,6063,,blakesparks@hotmail.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Dec-27,,david-hill,36-Sep-15,m,,9225,,anita70@gmail.com
universidad-de-buenos-aires,medicina,20-Dec-18,,michelle-butler,09-Jan-21,f,,3085,,uwallace@hotmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Dec-08,,patrick-lee,59-Mar-03,m,,4431,,steven94@hotmail.com
universidad-de-buenos-aires,agronomía,20-Oct-31,,john-palmer,57-Nov-18,m,,2117,,nicole92@gmail.com
universidad-de-buenos-aires,contador-público-,20-Dec-18,,kimberly-murray,02-Sep-29,f,,6380,,arnoldbrandy@yahoo.com
universidad-de-buenos-aires,técnico-para-bioterios-,21-Feb-01,,gregory-mata,51-Feb-26,m,,5557,,kporter@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Oct-11,,philip-hill,06-Apr-14,m,,8504,,andrearios@hotmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Dec-18,,margaret-munoz,91-Jul-09,f,,1825,,agarcia@hotmail.com
universidad-de-buenos-aires,arquitectura,20-Sep-21,,jessica-bass,47-Dec-19,f,,3485,,nicole75@gmail.com
universidad-de-buenos-aires,contador-público-,20-Sep-25,,caroline-tran,20-Aug-26,f,,5734,,sean73@yahoo.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-21,,shannon-chaney,24-Nov-21,f,,6701,,robert40@gmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-23,,kayla-schmitt,94-Jul-09,f,,3358,,ynorton@gmail.com
universidad-de-buenos-aires,licenciatura-en-artes,20-Nov-16,,jasmine-dickerson,85-Dec-27,f,,4235,,ajohnson@hotmail.com
universidad-de-buenos-aires,farmacia,20-Dec-30,,michael-norris,27-Jun-20,m,,2823,,ywelch@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Nov-18,,gloria-clark,17-Aug-22,f,,2915,,vsimmons@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Sep-05,,jennifer-sullivan,57-Sep-12,f,,5419,,hillrobert@gmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,21-Jan-21,,haley-smith,73-Feb-16,f,,3344,,lolson@hotmail.com
universidad-de-buenos-aires,ciencias-veterinarias,20-Dec-10,,andrea-white,17-Jun-09,f,,4135,,wtucker@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Sep-11,,linda-yu,39-May-30,f,,8318,,zsolomon@yahoo.com
universidad-de-buenos-aires,diseño-industrial,20-Dec-23,,cassandra-johnson,65-Dec-13,f,,3054,,taylormonica@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-y-tecnología-de-alimentos,20-Sep-14,,timothy-gomez,35-Feb-05,m,,2630,,taylorjimmy@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,21-Jan-06,,deborah-johnson,86-Sep-29,f,,3071,,opowers@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Nov-05,,leah-brown,47-Dec-09,f,,3105,,jenniferdavis@gmail.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Nov-05,,henry-brown,05-Jun-05,m,,7631,,juliewright@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Nov-09,,angel-tucker,98-Jun-08,m,,6435,,kyle95@hotmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Oct-31,,michael-castillo,04-Feb-18,m,,3032,,williamsandrew@yahoo.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Sep-13,,gabrielle-thomas,54-Feb-26,f,,6022,,coxsarah@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Sep-19,,larry-allen,39-Sep-27,m,,8168,,lindsayjohnson@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Oct-04,,cheryl-scott,41-May-22,f,,7005,,troy83@gmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,21-Jan-08,,kyle-bailey,18-Jul-13,m,,6241,,kingmelanie@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Dec-15,,donald-harris,78-Sep-05,m,,2826,,kaylee46@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Oct-27,,carlos-anderson,46-Oct-02,m,,1885,,tbaxter@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Oct-08,,miguel-pugh,33-Oct-26,m,,5563,,tara01@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Sep-27,,anthony-young,52-May-07,m,,3515,,jgarcia@gmail.com
universidad-de-buenos-aires,agronomía,20-Dec-14,,mrs.-teresa-waters,30-Feb-16,f,,8118,,xquinn@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Nov-11,,carolyn-bray,22-Apr-27,f,,1981,,rjordan@gmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Dec-19,,steven-leon,00-Nov-20,m,,8127,,hernandezkimberly@yahoo.com
universidad-de-buenos-aires,licenciatura-en-psicología,21-Jan-21,,micheal-ruiz,18-Jan-13,m,,3304,,kpalmer@hotmail.com
universidad-de-buenos-aires,medicina,20-Nov-21,,mary-harvey,20-Mar-15,f,,8185,,garrisondarlene@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Sep-25,,kim-stokes,53-Jul-15,f,,3316,,andersongary@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Sep-20,,marie-french,14-Jan-22,f,,7150,,across@gmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Sep-08,,jennifer-thompson,08-Dec-05,f,,4186,,gomezveronica@yahoo.com
universidad-de-buenos-aires,licenciatura-en-artes,21-Jan-31,,harold-bradford,19-Oct-21,m,,8361,,mcdonaldjohn@yahoo.com
universidad-de-buenos-aires,licenciatura-en-kinesiología-y-fisiatría,20-Oct-31,,alexander-moran,17-Jan-01,m,,6430,,ddiaz@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Oct-22,,gregory-castro,00-Aug-05,m,,3734,,amberdeleon@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Dec-14,,frank-cross,51-Jan-17,m,,1849,,bbarnes@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Nov-28,,ross-wells,20-Nov-23,m,,2915,,mccarthykimberly@gmail.com
universidad-de-buenos-aires,licenciatura-en-sociología-,20-Oct-01,,louis-cobb,03-Jul-16,m,,4166,,xwatson@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Dec-15,,daniel-garcia,17-Jul-29,m,,5759,,andrew96@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Dec-11,,dr.-david-fritz,39-Feb-10,m,,7300,,craigmorris@hotmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,21-Jan-02,,gabriella-steele,19-Jul-01,f,,2512,,thompsonrichard@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Oct-21,,sheila-downs,22-Oct-29,f,,6307,,stevenbradley@gmail.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Sep-29,,elizabeth-brown,93-Oct-28,f,,6667,,dannysharp@yahoo.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Nov-06,,sarah-sherman,74-Feb-18,f,,6319,,andrebell@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Oct-01,,heidi-cox,55-Oct-26,f,,2942,,bennettcarmen@yahoo.com
universidad-de-buenos-aires,ingeniería-mecánica,21-Jan-11,,peter-mullins,98-Jul-18,m,,3514,,connor21@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Oct-03,,connie-greer,34-Sep-16,f,,2729,,cacosta@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-biológicas,20-Dec-12,,mitchell-mcclure,14-Jul-07,m,,2512,,bondanthony@gmail.com
universidad-de-buenos-aires,actuario-,20-Nov-02,,meagan-perez,31-Mar-06,f,,6734,,scotthardy@hotmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Sep-26,,anne-elliott,47-Jan-14,f,,1766,,markwest@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Oct-28,,megan-boyd,66-May-03,f,,3515,,mjones@yahoo.com
universidad-de-buenos-aires,licenciatura-en-terapia-ocupacional,20-Dec-14,,sara-vang,06-May-19,f,,8158,,ojackson@gmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Sep-01,,daniel-haynes,16-Aug-30,m,,5374,,vargaspamela@hotmail.com
universidad-de-buenos-aires,diseño-industrial,20-Sep-18,,frank-smith,57-Jun-07,m,,6369,,denisetorres@yahoo.com
universidad-de-buenos-aires,farmacia,20-Oct-12,,james-james,90-Jan-11,m,,4145,,jenkinsmadison@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Dec-14,,erika-glover,93-May-01,f,,6431,,joshuaewing@gmail.com
universidad-de-buenos-aires,actuario-,20-Oct-11,,miss-kari-fischer,13-Aug-12,f,,2711,,sierra62@hotmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-12,,michelle-johnson,80-Jun-16,f,,3100,,alyssamarshall@gmail.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Oct-21,,justin-foster,67-Nov-28,m,,6352,,lisa59@hotmail.com
universidad-de-buenos-aires,ingeniería-mecánica,20-Dec-12,,jamie-brooks,51-Mar-18,f,,5529,,elizabeth18@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-educación-,20-Dec-20,,thomas-holland,12-May-23,m,,5881,,crystaljohnson@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,20-Oct-08,,david-bailey,02-Jun-17,m,,5773,,jonathanjohnson@hotmail.com
universidad-de-buenos-aires,licenciatura-en-psicología,20-Nov-07,,deborah-dennis,14-Jun-22,f,,3708,,bvaughn@hotmail.com
universidad-de-buenos-aires,licenciatura-en-planificación-y-diseño-del-paisaje,20-Dec-20,,jill-wong,80-Sep-10,f,,9400,,christopherjackson@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Nov-03,,jonathan-aguilar,90-Jan-12,m,,3550,,ynelson@gmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Oct-04,,susan-orr,94-Dec-02,f,,1665,,kimberly91@gmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Oct-09,,barbara-gentry,28-Nov-16,f,,2324,,costajoseph@gmail.com
universidad-de-buenos-aires,arquitectura,20-Nov-01,,phillip-harris,48-Sep-30,m,,6233,,melissaramirez@hotmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Nov-08,,anna-macias,47-May-30,f,,2938,,anthony45@hotmail.com
universidad-de-buenos-aires,licenciatura-en-administración-,20-Sep-01,,alicia-lara-md,92-Jan-06,f,,5719,,tfarley@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-geológicas,20-Oct-04,,dale-martin,33-Dec-18,m,,4650,,mackenzie28@hotmail.com
universidad-de-buenos-aires,diseño-de-imagen-y-sonido,20-Oct-29,,melinda-foster,11-Jan-19,f,,3056,,hayesrichard@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Sep-24,,steven-rogers,13-Jun-15,m,,2508,,henry25@hotmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,20-Sep-23,,amber-pena,77-Sep-15,f,,6509,,clairetorres@yahoo.com
universidad-de-buenos-aires,licenciatura-en-producción-de-bioimagenes,20-Nov-24,,daisy-riley,48-Mar-24,f,,5777,,bergheather@hotmail.com
universidad-de-buenos-aires,arquitectura,20-Dec-18,,kerri-carroll,96-May-10,f,,8181,,kimberlysteele@hotmail.com
universidad-de-buenos-aires,ingeniería-electrónica,20-Oct-14,,amanda-simon,07-Mar-19,f,,5442,,ugonzalez@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-antropológicas,20-Sep-05,,amanda-west,58-May-04,f,,4753,,austinmichelle@gmail.com
universidad-de-buenos-aires,actuario-,21-Jan-20,,mario-diaz,47-May-21,m,,1825,,elizabethnichols@yahoo.com
universidad-de-buenos-aires,licenciatura-en-relaciones-del-trabajo-,20-Dec-01,,jason-hernandez,97-Oct-22,m,,7163,,jonathanparrish@hotmail.com
universidad-de-buenos-aires,licenciatura-en-gestión-de-agroalimentos,20-Nov-03,,april-grant-dvm,86-Nov-06,f,,5417,,molinatamara@yahoo.com
universidad-de-buenos-aires,farmacia,21-Jan-06,,donna-lopez,71-Sep-09,f,,5603,,josephshannon@gmail.com
universidad-de-buenos-aires,técnico-para-bioterios-,21-Jan-06,,daniel-clark,94-Nov-11,m,,9203,,stephaniegeorge@gmail.com
universidad-de-buenos-aires,arquitectura,21-Jan-21,,charles-graham,22-Oct-23,m,,7307,,xbaker@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencias-ambientales,20-Nov-29,,claudia-lee,04-Oct-17,f,,1778,,kelseyalvarez@gmail.com
universidad-de-buenos-aires,agronomía,20-Oct-04,,debra-pineda,86-Oct-02,f,,3021,,thomasdaniel@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,20-Dec-02,,jaime-stanley,51-Oct-12,m,,9041,,drodriguez@gmail.com
universidad-de-buenos-aires,licenciatura-en-musicoterapia,21-Jan-29,,thomas-golden,43-May-12,m,,8411,,leah79@gmail.com
universidad-de-buenos-aires,actuario-,20-Oct-03,,amanda-meza,12-Feb-26,f,,3360,,garciacassandra@hotmail.com
universidad-de-buenos-aires,licenciatura-en-ciencias-de-la-computación,20-Dec-13,,cheryl-steele,18-Jan-21,f,,7205,,monicaelliott@yahoo.com
universidad-de-buenos-aires,licenciatura-en-ciencia-política-,21-Jan-14,,kimberly-taylor,84-May-25,f,,1672,,daniellelove@yahoo.com
