,university,career,inscription_date,last_name,first_name,gender,fecha_nacimiento,location,email,postal_code,_age_ins_0,_age_ins_1,_age_ins_2,age
353,universidad del salvador,licenciatura en sociología,2021-01-25,henderson,michael,male,1957-01-15,los corredores,desireetucker@yahoo.com,5521,-35.973360164822004,64.02869326543323,64,64
354,universidad del salvador,farmacia,2020-10-16,gardner,joseph,male,1989-05-31,13 de enero,hmartin@yahoo.com,5741,31.379152207095284,31.379152207095284,31,31
355,universidad del salvador,licenciatura en ciencia política,2020-11-04,booker,robert,male,1953-03-17,el lenguaraz,james26@hotmail.com,7635,-32.364798729611145,67.63725470064409,67,67
356,universidad del salvador,actuario,2020-09-21,navarro,elizabeth,female,1978-11-02,colonia arocena ina,dwest@hotmail.com,3231,41.88723929991718,41.88723929991718,41,41
357,universidad del salvador,licenciatura en sociología,2020-09-13,weaver,frank,male,1906-04-18,ingeniero balbin,vickiewood@yahoo.com,6051,14.406866670773526,114.40892010102877,114,114
358,universidad del salvador,bioquímica,2020-09-14,hayden,charles,male,1966-11-16,alegria,jody40@yahoo.com,4506,-46.17206376585419,53.82998966440105,53,53
359,universidad del salvador,técnico para bioterios,2020-10-21,martin,dawn,female,1975-05-30,bahia bustamante,foxalexandra@hotmail.com,9111,45.39723608287645,45.39723608287645,45,45
360,universidad del salvador,licenciatura en planificación y diseño del paisaje,2021-01-16,young,sarah,female,1906-03-05,agua rica,rwhite@gmail.com,5611,14.869572954954585,114.87162638520982,114,114
361,universidad del salvador,licenciatura en ciencias de la educación,2020-11-23,townsend,mary,female,1964-05-03,chimpay,thoffman@gmail.com,8364,-43.44237047988665,56.55968295036859,56,56
362,universidad del salvador,licenciatura en ciencias biológicas,2020-12-21,anderson,dustin,male,1911-04-26,colonia hinojo,hhoffman@gmail.com,7318,9.656598013648466,109.65865144390371,109,109
363,universidad del salvador,arquitectura,2020-12-27,baldwin,omar,male,1998-07-05,beccar,richard61@yahoo.com,1643,22.480954434382635,22.480954434382635,22,22
364,universidad del salvador,licenciatura en relaciones del trabajo,2020-12-21,archer,christine,female,1986-07-19,estacion christophersen,rcoleman@gmail.com,2611,34.4264427058735,34.4264427058735,34,34
365,universidad del salvador,licenciatura en terapia ocupacional,2020-12-26,hansen,april,female,1911-08-24,colonia aborigen,deborahmiller@yahoo.com,3531,9.341738707844788,109.34379213810003,109,109
366,universidad del salvador,licenciatura en ciencias de la educación,2020-11-12,carter,joshua,male,1941-08-15,barro negro,gvillanueva@hotmail.com,4718,-20.756073019979876,79.24598041027537,79,79
367,universidad del salvador,licenciatura en kinesiología y fisiatría,2020-09-04,gregory,jennifer,female,1915-10-09,cuenca,johnsondennis@gmail.com,6231,4.906329356523406,104.90838278677865,104,104
368,universidad del salvador,contador público,2020-12-10,ramos,rachel,female,1959-08-20,colonia las yescas,ywaller@yahoo.com,6513,-38.69210182276159,61.30995160749365,61,61
369,universidad del salvador,agronomía,2020-11-23,bailey,mary,female,1985-12-30,america unida,reginachurch@gmail.com,1862,34.900100618082504,34.900100618082504,34,34
370,universidad del salvador,bioquímica,2020-11-05,olson,colleen,female,1909-10-03,costa del rio azul,donna21@hotmail.com,8430,11.091261285310445,111.09331471556568,111,111
371,universidad del salvador,diseño de imagen y sonido,2020-11-04,williams,timothy,male,1950-05-25,de bruyn,chall@yahoo.com,6031,-29.55296823343395,70.44908519682129,70,70
372,universidad del salvador,ingeniería en informática,2020-09-29,sparks,brittney,female,1962-02-24,agua de castilla,ericabowers@gmail.com,4651,-41.4053676666872,58.59668576356804,58,58
373,universidad del salvador,licenciatura en psicología,2021-01-18,adams,gregory,male,1974-02-01,barcena,awilliams@gmail.com,4616,46.96331889087387,46.96331889087387,46,46
374,universidad del salvador,ciencias veterinarias,2020-12-14,sparks,gregory,male,1955-09-09,aldea san gregorio,mariamitchell@gmail.com,3287,-34.735826197663194,65.26622723259204,65,65
375,universidad del salvador,diseño de imagen y sonido,2020-12-10,tucker,shawn,male,2001-08-07,la isabel,barnettvalerie@yahoo.com,5743,19.343313004373808,19.343313004373808,19,19
376,universidad del salvador,licenciatura en ciencias antropológicas,2020-09-27,sharp,jennifer,female,1928-05-10,25 de mayo,onealnicole@gmail.com,3363,-7.616857293442028,92.3851961368132,92,92
377,universidad del salvador,licenciatura en gestión de agroalimentos,2020-12-25,howard,william,male,1954-11-30,kilometro 77,jzamora@yahoo.com,1737,-33.93088153760858,66.07117189264666,66,66
378,universidad del salvador,diseño industrial,2020-11-21,reeves,steven,male,1921-07-19,barra bonita,knappjennifer@gmail.com,3357,-0.6570976816772418,99.344955748578,99,99
379,universidad del salvador,licenciatura en ciencias antropológicas,2021-01-07,young,melissa,female,2002-05-16,azopardo,jaredrobles@hotmail.com,8181,18.647884624598724,18.647884624598724,18,18
380,universidad del salvador,licenciatura en terapia ocupacional,2020-12-27,jones,charles,male,1995-12-04,algarrobo,pyoung@hotmail.com,2935,25.06553864897979,25.06553864897979,25,25
381,universidad del salvador,licenciatura en administración,2020-12-18,mcdonald,barbara,female,1937-12-09,colonia belga americana,mariagarza@gmail.com,3244,-16.975023443328748,83.0270299869265,83,83
382,universidad del salvador,contador público,2021-01-04,gonzalez,robert,male,1915-03-29,algarrobo,jose28@gmail.com,2935,5.771507970731774,105.77356140098702,105,105
383,universidad del salvador,diseño de imagen y sonido,2020-10-06,kirk,courtney,female,1968-07-06,campo medina,mbrewer@gmail.com,2142,-47.749098201879576,52.25295522837567,52,52
384,universidad del salvador,agronomía,2021-01-25,higgins,victoria,female,1993-07-26,antiguo,websterbradley@yahoo.com,4631,27.50227588519956,27.50227588519956,27,27
385,universidad del salvador,licenciatura en administración,2020-12-20,sweeney,francisco,male,1943-07-03,aguada de las tejas,rmcintosh@hotmail.com,9121,-22.53297466751542,77.46907876273983,77,77
386,universidad del salvador,licenciatura en planificación y diseño del paisaje,2020-10-25,orozco,lisa,female,1954-10-23,arminda,zhester@gmail.com,2119,-33.99385339876931,66.00820003148593,66,66
387,universidad del salvador,licenciatura en ciencia y tecnología de alimentos,2020-09-26,richards,joshua,male,1952-05-25,arroyo salado,osherman@gmail.com,8532,-31.661156628815103,68.34089680144014,68,68
388,universidad del salvador,licenciatura en ciencia y tecnología de alimentos,2020-09-02,larson,melissa,female,2003-05-04,villa manzano,bryantshelby@hotmail.com,8308,17.333689261244242,17.333689261244242,17,17
389,universidad del salvador,licenciatura en planificación y diseño del paisaje,2020-09-28,richardson,stephanie,female,1982-12-20,17 de agosto,julialopez@yahoo.com,3338,37.77490297542044,37.77490297542044,37,37
390,universidad del salvador,licenciatura en producción de bioimagenes,2020-09-25,goodman,ian,male,1948-03-20,capilla del señor,jessica98@yahoo.com,2812,-27.48311053615064,72.5189428941046,72,72
391,universidad del salvador,licenciatura en psicología,2020-11-25,smith,carlos,male,1949-07-18,alijilan,matthew57@yahoo.com,4723,-28.643983107113765,71.35807032314148,71,71
392,universidad del salvador,diseño industrial,2020-12-19,henderson,kimberly,female,1962-05-07,la tranca,fstewart@gmail.com,5421,-41.3807265036243,58.621326926630935,58,58
393,universidad del salvador,diseño de imagen y sonido,2020-12-18,johnson,mark,male,1943-07-05,el chalten,mwilliams@yahoo.com,9301,-22.543926295543372,77.45812713471187,77,77
394,universidad del salvador,licenciatura en sociología,2021-01-29,ramsey,sara,female,1954-10-12,barrio gral jose de san martin,sellersshane@hotmail.com,3700,-33.70089734902154,66.3011560812337,66,66
395,universidad del salvador,ingeniería electrónica,2020-10-29,gordon,karen,female,1999-11-29,colonia santa rosa,robertthomas@hotmail.com,1816,20.9176095333922,20.9176095333922,20,20
396,universidad del salvador,técnico para bioterios,2020-09-20,griffin,michael,male,1993-09-12,cari larquea,sbrady@hotmail.com,7119,27.02314215897657,27.02314215897657,27,27
397,universidad del salvador,farmacia,2020-10-29,snyder,lisa,female,1921-07-31,agua colorada,corey03@hotmail.com,4119,-0.7529244269218396,99.24912900333341,99,99
398,universidad del salvador,licenciatura en ciencias geológicas,2021-01-09,stone,elizabeth,female,1906-04-15,cuartel v,nvillanueva@hotmail.com,1744,14.738153418619136,114.74020684887438,114,114
399,universidad del salvador,licenciatura en musicoterapia,2020-12-10,williams,christine,female,1931-09-23,cucha cucha,angel92@yahoo.com,6746,-10.784615700527732,89.21743772972751,89,89
400,universidad del salvador,licenciatura en psicología,2020-10-21,mcbride,jane,female,1953-06-07,cataratas del iguazu,natashagates@yahoo.com,3372,-32.627637802282045,67.37441562797319,67,67
401,universidad del salvador,licenciatura en administración,2020-09-12,williams,miguel,male,1983-08-01,ingenio la providencia,ccarter@yahoo.com,4145,37.117805293743196,37.117805293743196,37,37
402,universidad del salvador,licenciatura en ciencia y tecnología de alimentos,2020-10-28,kirby,anea,female,1963-11-17,10 de mayo,kristie75@gmail.com,3705,-43.05358768489428,56.948465745360956,56,56
403,universidad del salvador,técnico para bioterios,2020-11-25,johnson,rachel,female,1953-06-01,colonia bella italia,uwilson@hotmail.com,2300,-32.515383614995514,67.48666981525973,67,67
404,universidad del salvador,licenciatura en ciencias de la educación,2020-12-27,parker,tracy,female,1913-05-24,agua colorada,qperkins@gmail.com,4119,7.59495403738612,107.59700746764136,107,107
405,universidad del salvador,ciencias veterinarias,2020-12-03,flores,brett,male,1956-07-12,cachel,rebeccaperez@yahoo.com,9201,-35.60648062588554,64.3955728043697,64,64
406,universidad del salvador,licenciatura en ciencias de la computación,2020-10-26,ford,eileen,female,1913-05-18,colonia bombal,sandersandrea@gmail.com,5529,7.441631244994764,107.44368467525001,107,107
407,universidad del salvador,licenciatura en ciencias de la computación,2020-09-15,dunn,peter,male,1986-03-26,los molinos,ngarrett@yahoo.com,2181,34.47572503199929,34.47572503199929,34,34
408,universidad del salvador,licenciatura en kinesiología y fisiatría,2020-10-03,mason,marie,female,1934-10-06,atreuco,danielflowers@yahoo.com,6305,-14.007132247753205,85.99492118250204,85,85
409,universidad del salvador,farmacia,2020-09-25,johnson,rebecca,female,1920-04-11,campo de los toros,marshallanthony@hotmail.com,6311,0.4572304701670808,100.45928390042232,100,100
410,universidad del salvador,licenciatura en terapia ocupacional,2021-01-20,caldwell,bailey,female,1931-12-11,bahia san blas,allenkara@gmail.com,8506,-10.888656166793295,89.11339726346195,89,89
411,universidad del salvador,licenciatura en relaciones del trabajo,2020-11-29,roiguez,katherine,female,1990-12-18,arturo segui,deborah45@yahoo.com,1895,29.949964749447286,29.949964749447286,29,29
412,universidad del salvador,licenciatura en psicología,2020-10-31,horton,jerry,male,1965-01-15,colonia mendez bar,troy11@gmail.com,3443,-44.208984441843434,55.79306898841181,55,55
413,universidad del salvador,licenciatura en ciencias antropológicas,2020-10-02,harmon,kevin,male,1918-08-24,la florencia,bishoppatrick@hotmail.com,6317,2.1081883953811507,102.1102418256364,102,102
414,universidad del salvador,licenciatura en terapia ocupacional,2020-09-16,collins,jennifer,female,1911-08-08,colonia falco,wmorrow@hotmail.com,3188,9.109016612250764,109.111070042506,109,109
415,universidad del salvador,arquitectura,2020-11-29,baker,david,male,1917-04-30,alberti,christiansmith@gmail.com,6634,3.5839202721479566,103.5859737024032,103,103
416,universidad del salvador,licenciatura en artes,2020-09-18,christian,melissa,female,1955-02-12,almacen castro,smithjeffrey@hotmail.com,2751,-34.401801542810595,65.60025188744464,65,65
417,universidad del salvador,bioquímica,2021-01-06,jones,laura,female,1989-05-16,rincon de milberg,donald97@hotmail.com,1648,31.644729186773173,31.644729186773173,31,31
418,universidad del salvador,farmacia,2020-09-10,lam,jonathan,male,1928-08-06,bocas,latoyagould@gmail.com,3536,-7.904337529175821,92.09771590107943,92,92
419,universidad del salvador,ingeniería en informática,2020-11-06,schwartz,jennifer,female,1921-07-19,el pino,hcamacho@hotmail.com,1907,-0.6981662867820695,99.30388714347318,99,99
420,universidad del salvador,licenciatura en ciencias de la educación,2021-01-03,mcdaniel,julie,female,1990-11-17,arroyo hondo,benjamin37@hotmail.com,3190,30.130666611908527,30.130666611908527,30,30
421,universidad del salvador,licenciatura en ciencias biológicas,2020-09-30,johnson,yvonne,female,1932-09-05,benito juarez,mcdonaldaaron@gmail.com,7020,-11.931798736455915,88.07025469379933,88,88
422,universidad del salvador,licenciatura en artes,2020-10-17,barrera,george,male,1992-12-09,casbas,fharris@hotmail.com,6417,27.855465889101076,27.855465889101076,27,27
423,universidad del salvador,licenciatura en sociología,2021-01-10,woods,evelyn,female,1997-06-22,algarrobal,pjohnson@yahoo.com,3480,23.554213981122132,23.554213981122132,23,23
424,universidad del salvador,licenciatura en kinesiología y fisiatría,2020-11-08,schneider,leslie,female,1948-07-23,estacion christophersen,gregorycarlson@hotmail.com,2611,-27.704881003716707,72.29717242653854,72,72
425,universidad del salvador,licenciatura en relaciones del trabajo,2020-10-25,rios,aaron,male,1958-12-14,alvarez,chavezamanda@gmail.com,2107,-38.13630670034292,61.86574672991232,61,61
426,universidad del salvador,licenciatura en ciencias de la computación,2020-12-19,elliott,susan,female,1988-11-28,sundblad,william67@gmail.com,6401,32.05815314482844,32.05815314482844,32,32
427,universidad del salvador,licenciatura en musicoterapia,2020-12-22,parker,john,male,1994-10-10,puesto de isla,johnperry@gmail.com,3487,26.20177005688002,26.20177005688002,26,26
428,universidad del salvador,licenciatura en ciencia política,2020-10-01,lowe,anna,female,2004-06-20,aguas de las mulas,ohunt@yahoo.com,8349,16.282332970560656,16.282332970560656,16,16
429,universidad del salvador,licenciatura en ciencias ambientales,2020-12-03,davis,mary,female,1954-10-15,alto de sierra,westerin@hotmail.com,5438,-33.86517176944085,66.1368816608144,66,66
430,universidad del salvador,licenciatura en ciencia política,2020-11-27,reyes,sandy,female,1910-05-04,arminda,emilyboyle@yahoo.com,2119,10.56832104697564,110.57037447723089,110,110
431,universidad del salvador,ingeniería en informática,2021-01-23,brown,james,male,1911-10-22,campo crenna,brandon33@gmail.com,2185,9.256863590628145,109.25891702088339,109,109
432,universidad del salvador,licenciatura en producción de bioimagenes,2021-01-12,carter,julie,female,1920-04-28,las palmas,andrewagner@yahoo.com,2806,0.7091179148100235,100.71117134506527,100,100
433,universidad del salvador,licenciatura en ciencias de la educación,2020-12-02,velasquez,teresa,female,1926-02-06,algarrobo,michaelnelson@gmail.com,2935,-5.180120057222257,94.82193337303299,94,94
434,universidad del salvador,licenciatura en musicoterapia,2020-09-26,richardson,heather,female,1908-01-08,cañadon leon,pamelamayer@gmail.com,9311,12.717578047461618,112.71963147771686,112,112
435,universidad del salvador,licenciatura en musicoterapia,2020-09-13,tucker,michele,female,1998-12-11,baldes de pacheco,adavis@yahoo.com,5276,21.75814698453767,21.75814698453767,21,21
436,universidad del salvador,ingeniería electrónica,2020-10-11,jones,richard,male,1964-09-19,firmat,teresa84@yahoo.com,2630,-43.94066955515856,56.06138387509668,56,56
437,universidad del salvador,licenciatura en sociología,2020-10-23,tate,deborah,female,1985-06-19,antonio de los heros,morgan62@yahoo.com,7305,35.346379460221634,35.346379460221634,35,35
438,universidad del salvador,licenciatura en ciencias de la computación,2021-01-15,harrington,david,male,1908-07-15,ingeniero thompson,alexanderdavid@hotmail.com,6337,12.504021300916515,112.50607473117175,112,112
439,universidad del salvador,bioquímica,2020-12-18,peterson,ryan,male,1955-11-19,isla victoria,lkelly@yahoo.com,8400,-34.91926596713142,65.08278746312382,65,65
440,universidad del salvador,licenciatura en psicología,2020-11-16,hale,nicole,female,1913-03-25,chapi talo,kathy93@hotmail.com,6341,7.646974270518902,107.64902770077414,107,107
441,universidad del salvador,licenciatura en ciencias geológicas,2021-01-26,stokes,joseph,male,1929-06-03,arroyo salado,charlescook@gmail.com,8532,-8.350616371314949,91.65143705894029,91,91
442,universidad del salvador,licenciatura en sociología,2020-11-27,randolph,sharon,female,1949-01-27,el retiro,mckinneykimberly@yahoo.com,2741,-28.167587287897767,71.83446614235747,71,71
443,universidad del salvador,arquitectura,2020-11-16,wheeler,erica,female,1998-03-28,canning,jasonsanchez@hotmail.com,1804,22.63975304078797,22.63975304078797,22,22
444,universidad del salvador,licenciatura en ciencias geológicas,2021-01-04,medina,marvin,male,1909-04-20,pilar,sheilapugh@gmail.com,3085,11.710028268889847,111.71208169914509,111,111
445,universidad del salvador,licenciatura en terapia ocupacional,2020-09-03,cole,michael,male,1914-06-10,arroyo corto,thompsonjames@hotmail.com,8172,6.234214254912832,106.23626768516807,106,106
446,universidad del salvador,licenciatura en gestión de agroalimentos,2020-09-17,keller,brandon,male,1981-11-23,colonia nueva montevideo,masonmatthew@gmail.com,2828,38.81804554508306,38.81804554508306,38,38
447,universidad del salvador,diseño de imagen y sonido,2020-09-24,weaver,robert,male,1965-06-13,alegria,rileykaren@hotmail.com,4506,-44.7182351451433,55.28381828511195,55,55
448,universidad del salvador,licenciatura en ciencias antropológicas,2021-01-05,baxter,crystal,female,1952-09-17,arroyo pastora,youngkevin@hotmail.com,3316,-31.69948732691294,68.3025661033423,68,68
449,universidad del salvador,licenciatura en relaciones del trabajo,2020-12-19,lewis,michael,male,1970-03-17,tristan suarez,williamsmatthew@gmail.com,1806,-49.24125752068831,50.76079590956693,50,50
450,universidad del salvador,licenciatura en artes,2020-11-27,johnson,theresa,female,1968-02-07,agua de diaz,harveykelsey@gmail.com,5545,-47.19604098646789,52.806012443787345,52,52
451,universidad del salvador,licenciatura en producción de bioimagenes,2020-09-18,sanchez,lori,female,1924-10-03,aceilan,gbrown@gmail.com,7003,-4.041150742315037,95.9609026879402,95,95
452,universidad del salvador,agronomía,2020-10-15,gardner,nancy,female,1925-12-21,carmen de areco,jason02@yahoo.com,6725,-5.182857964229245,94.819195466026,94,94
453,universidad del salvador,farmacia,2020-10-12,ellis,tiffany,female,1934-06-07,arrascaeta,rogerslisa@hotmail.com,3046,-13.6512043368447,86.35084909341055,86,86
454,universidad del salvador,agronomía,2020-12-17,meza,christopher,male,1908-09-11,colonia lote 12,cordovapaul@yahoo.com,3543,12.265823391308514,112.26787682156376,112,112
455,universidad del salvador,ingeniería en informática,2020-12-15,klein,mark,male,1992-08-13,arenaza,joshuabennett@hotmail.com,6075,28.340075429338043,28.340075429338043,28,28
456,universidad del salvador,licenciatura en gestión de agroalimentos,2020-11-08,rera,timothy,male,1912-03-10,bonifacio,cody30@gmail.com,6439,8.665475677118627,108.66752910737387,108,108
457,universidad del salvador,licenciatura en ciencias ambientales,2021-01-01,schmidt,james,male,1938-02-01,aguadita,adamsmichele@gmail.com,4705,-17.084539723608287,82.91751370664696,82,82
458,universidad del salvador,licenciatura en sociología,2020-11-17,campbell,monica,female,1911-12-31,campo gimenez,imorris@gmail.com,2253,8.881770330670719,108.88382376092596,108,108
459,universidad del salvador,licenciatura en psicología,2020-11-16,webb,michael,male,1924-03-29,la limpia,brittney20@yahoo.com,6645,-3.364887711588876,96.63716571866637,96,96
460,universidad del salvador,licenciatura en psicología,2020-09-27,madden,christopher,male,1955-06-18,puente del inca,nicholasmontgomery@yahoo.com,5555,-34.72213666262825,65.27991676762699,65,65
461,universidad del salvador,ciencias veterinarias,2020-09-03,arroyo,sana,female,1916-03-24,general rodriguez,xjohnson@gmail.com,1748,4.446360979349336,104.44841440960458,104,104
462,universidad del salvador,licenciatura en producción de bioimagenes,2020-12-30,henderson,matthew,male,1970-09-19,costa del este,samuelhodge@hotmail.com,7108,-49.7203912469113,50.28166218334394,50,50
463,universidad del salvador,ciencias veterinarias,2021-01-20,garcia,heidi,female,1978-07-28,puente del inca,loriholmes@yahoo.com,5555,42.484103027440675,42.484103027440675,42,42
464,universidad del salvador,licenciatura en ciencia política,2020-09-14,wells,john,male,1964-01-03,buen pasto,jason46@gmail.com,9023,-43.30273722253024,56.699316207725005,56,56
465,universidad del salvador,ingeniería en informática,2020-09-12,fletcher,elizabeth,female,1928-04-16,colonia mabragaña,rclark@yahoo.com,3283,-7.592216130379132,92.40983729987612,92,92
466,universidad del salvador,licenciatura en producción de bioimagenes,2020-11-04,carter,erika,female,1956-06-22,almirante brown,gloria98@yahoo.com,3366,-35.63112178894844,64.3709316413068,64,64
467,universidad del salvador,licenciatura en sociología,2021-01-21,kennedy,gary,male,1942-04-15,aguada a pique,umarquez@yahoo.com,9051,-21.22973093218889,78.77232249806636,78,78
468,universidad del salvador,licenciatura en musicoterapia,2021-01-04,vega,charles,male,1936-01-17,chocori,jeanne36@hotmail.com,8503,-15.033847375373895,84.96820605488135,84,84
469,universidad del salvador,licenciatura en ciencias antropológicas,2020-12-29,jenkins,kevin,male,1908-08-09,virrey del pino,jacqueline90@yahoo.com,1763,12.389029206622997,112.39108263687824,112,112
470,universidad del salvador,ingeniería mecánica,2020-11-03,wright,patrick,male,1923-02-08,porvenir,paula78@gmail.com,6063,-2.2642490947794958,97.73780433547574,97,97
471,universidad del salvador,licenciatura en kinesiología y fisiatría,2020-11-22,wade,kaitlin,female,2005-01-13,doctor domingo harosteguy,luiscarter@yahoo.com,7212,15.857957384477436,15.857957384477436,15,15
472,universidad del salvador,medicina,2020-11-29,benitez,gregory,male,1978-07-21,de bruyn,collinsjennifer@hotmail.com,6031,42.36089721212619,42.36089721212619,42,42
473,universidad del salvador,actuario,2020-09-02,maldonado,sharon,female,1968-12-24,la dulce,xcalderon@yahoo.com,7637,-48.31036913831222,51.69168429194303,51,51
474,universidad del salvador,licenciatura en kinesiología y fisiatría,2020-10-04,kelly,jean,female,1959-10-03,villa manzano,qlewis@yahoo.com,8308,-38.99600950053731,61.006043929717926,61,61
475,universidad del salvador,licenciatura en gestión de agroalimentos,2020-12-04,smith,julie,female,1953-10-10,buena vista,karencruz@yahoo.com,3226,-32.84940826984811,67.15264516040713,67,67
476,universidad del salvador,licenciatura en ciencias antropológicas,2021-01-01,marsh,charles,male,1969-03-10,arenaza,marqueztimothy@gmail.com,6075,-48.18716332299773,51.814890107257504,51,51
477,universidad del salvador,agronomía,2020-10-05,phillips,pamela,female,1916-07-18,banda varela,mpope@gmail.com,4700,4.216376790762301,104.21843022101754,104,104
478,universidad del salvador,licenciatura en gestión de agroalimentos,2020-11-13,webb,ana,female,1908-04-04,abra,williamseric@yahoo.com,3414,12.610799674189066,112.61285310444431,112,112
479,universidad del salvador,ciencias veterinarias,2020-09-25,stevens,tiffany,female,1950-09-25,el carretero,urussell@gmail.com,7500,-29.999247075573077,70.00280635468216,70,70
480,universidad del salvador,licenciatura en planificación y diseño del paisaje,2020-09-01,harrington,rachael,female,1964-10-13,antonio carboni,zcantrell@yahoo.com,7243,-44.11589560360582,55.886157826649416,55,55
481,universidad del salvador,bioquímica,2020-11-12,chaney,nicole,female,1948-05-15,colonia avellaneda,evaughn@hotmail.com,3107,-27.505013792206547,72.49703963804869,72,72
482,universidad del salvador,licenciatura en musicoterapia,2020-09-09,day,thomas,male,1948-11-07,baigorrita,maxwilliams@gmail.com,6013,-28.16211147388379,71.83994195637145,71,71
483,universidad del salvador,contador público,2020-12-01,watts,stacey,female,1933-07-13,dina huapi,reginalddavis@gmail.com,8402,-12.613537581196054,87.38851584905919,87,87
484,universidad del salvador,diseño industrial,2020-09-18,zhang,debra,female,1984-10-16,agua de la mula,jennifer21@yahoo.com,5600,35.924077838696206,35.924077838696206,35,35
485,universidad del salvador,licenciatura en ciencias de la computación,2020-12-02,burns,james,male,1983-08-10,don torcuato,jking@hotmail.com,1611,37.31493459824637,37.31493459824637,37,37
486,universidad del salvador,licenciatura en relaciones del trabajo,2020-09-28,rubio,christine,female,1975-06-25,arroyo hondo,jasonrobinson@gmail.com,3190,45.26307863953401,45.26307863953401,45,45
487,universidad del salvador,licenciatura en gestión de agroalimentos,2020-12-16,baker,lauren,female,2005-05-26,bajo grande,sstewart@hotmail.com,5775,15.559525520715688,15.559525520715688,15,15
488,universidad del salvador,licenciatura en administración,2020-09-27,lee,cynthia,female,1979-12-08,barrio villa saladillo,castrojamie@yahoo.com,7260,40.80576603215672,40.80576603215672,40,40
489,universidad del salvador,actuario,2020-09-24,reed,lee,male,1958-07-02,base aeronaval punta indio,frank33@gmail.com,1919,-37.76942716140646,62.232626268848776,62,62
490,universidad del salvador,diseño de imagen y sonido,2020-12-03,castro,courtney,female,1966-03-17,florentino ameghino,angela75@yahoo.com,9113,-45.284981895589915,54.71707153466532,54,54
491,universidad del salvador,ciencias veterinarias,2020-10-09,hickman,jacob,male,1907-01-31,abbott,andersonmelissa@gmail.com,7228,13.689535034942539,113.69158846519778,113,113
492,universidad del salvador,técnico para bioterios,2021-01-20,beltran,sandy,female,1981-05-08,iraola,murphyjennifer@gmail.com,7009,39.705127415347334,39.705127415347334,39,39
493,universidad del salvador,licenciatura en musicoterapia,2020-11-10,edwards,kimberly,female,1910-12-14,cañada rosquin,craigcampos@gmail.com,2454,9.908485458291409,109.91053888854665,109,109
494,universidad del salvador,licenciatura en psicología,2021-01-11,wood,heidi,female,1912-02-10,el cenizo,holsen@hotmail.com,5645,8.920101028768558,108.9221544590238,108,108
495,universidad del salvador,licenciatura en producción de bioimagenes,2020-12-01,perez,sana,female,1958-05-20,juan vela,ujacobs@hotmail.com,6663,-37.465519483630736,62.5365339466245,62,62
496,universidad del salvador,licenciatura en psicología,2020-12-28,clements,anthony,male,1959-05-25,10 de mayo,josephhale@hotmail.com,3705,-38.4046215870278,61.59743184322745,61,61
497,universidad del salvador,licenciatura en administración,2020-10-01,gamble,karen,female,1920-10-26,campo pesoa,stephanieberry@yahoo.com,2173,-0.06844767517471269,99.93360575508054,99,99
498,universidad del salvador,ciencias veterinarias,2021-01-02,levy,aienne,female,1907-11-08,azopardo,tylerhall@yahoo.com,8181,13.15290526157279,113.15495869182803,113,113
499,universidad del salvador,licenciatura en ciencia política,2020-12-21,hodges,anthony,male,1982-03-23,atreuco,nrodriguez@hotmail.com,6305,38.74959786990835,38.74959786990835,38,38
500,universidad del salvador,agronomía,2020-09-08,baldwin,jesse,male,1957-10-21,colonia zapata,snyderbrian@hotmail.com,5436,-37.117805293743196,62.88424813651204,62,62
501,universidad del salvador,licenciatura en ciencias antropológicas,2020-10-22,vaughn,vanessa,female,1914-07-30,aguaditas,lwolfe@hotmail.com,5707,6.2314763479058435,106.23352977816108,106,106
502,universidad del salvador,medicina,2020-11-17,brown,leslie,female,1985-01-22,bauer y sigel,floresheidi@yahoo.com,2403,35.82003737243065,35.82003737243065,35,35
503,universidad del salvador,licenciatura en kinesiología y fisiatría,2020-12-25,diaz,anthony,male,1972-04-11,blandengues,xortiz@hotmail.com,6032,48.70736565432555,48.70736565432555,48,48
504,universidad del salvador,técnico para bioterios,2020-09-07,wood,thomas,male,1981-01-14,cerrillos al sud,cynthiawolf@hotmail.com,5501,39.64763136820058,39.64763136820058,39,39
505,universidad del salvador,licenciatura en gestión de agroalimentos,2020-09-20,reid,deborah,female,1935-07-11,coliqueo,xgriffin@gmail.com,6743,-14.803863186786861,85.19819024346837,85,85
506,universidad del salvador,licenciatura en artes,2020-09-09,tucker,todd,male,1946-06-17,agua de dionisio,michael85@hotmail.com,4751,-25.769180749775835,74.2328726804794,74,74
507,universidad del salvador,licenciatura en administración,2020-09-20,johnson,john,male,1919-01-15,colonia freitas,btaylor@yahoo.com,3229,1.6810749022909437,101.68312833254619,101,101
508,universidad del salvador,licenciatura en ciencias ambientales,2020-11-10,turner,joann,female,1920-05-11,mercado central,scottgentry@hotmail.com,1771,0.5010369822788969,100.50309041253414,100,100
509,universidad del salvador,licenciatura en artes,2020-09-23,malone,lisa,female,1992-08-30,bajo de los huesos,zbrown@hotmail.com,9103,28.066284728639193,28.066284728639193,28,28
510,universidad del salvador,licenciatura en ciencias de la computación,2021-01-04,smith,amy,female,1962-07-27,colonia pujol,ijohnson@gmail.com,3080,-41.558690459078555,58.44336297117668,58,58
511,universidad del salvador,licenciatura en psicología,2020-09-15,osborne,anew,male,1989-02-12,ataliva,hmcclain@yahoo.com,2307,31.5899710466334,31.5899710466334,31,31
