,university,career,inscription_date,last_name,first_name,gender,fecha_nacimiento,postal_code,email,location,_age_ins_0,_age_ins_1,_age_ins_2,age
307,univ. nacional del comahue,ingeniería en informática,2021-01-26,irwin,tyler,male,1997-05-02,8316,dunntracy@hotmail.com,balsa senillosa,23.73765375059036,23.73765375059036,23.73765375059036,23
308,univ. nacional del comahue,licenciatura en psicología,2020-09-07,jones,david,male,1922-12-11,1842,hernandezmegan@gmail.com,el jaguel,97.74328014948972,97.74328014948972,97.74328014948972,97
309,univ. nacional del comahue,diseño de imagen y sonido,2021-01-09,morrow,john,male,2019-10-09,3734,wbailey@yahoo.com,campo moreno,1.2539614092007365,,57.21491448898482,57
310,univ. nacional del comahue,licenciatura en ciencia política,2020-12-29,caldwell,madeline,female,1955-04-19,3020,osbornejoy@hotmail.com,campo santo domingo,65.69881653969622,65.69881653969622,65.69881653969622,65
311,univ. nacional del comahue,licenciatura en artes,2021-01-22,davidson,sharon,female,2021-05-06,8508,elijahhawkins@gmail.com,ambrosio p lezica,-0.28474232872680477,,57.21491448898482,57
312,univ. nacional del comahue,técnico para bioterios,2020-12-31,macdonald,tina,female,1961-09-17,1838,justin58@gmail.com,luis guillon,59.28937623633613,59.28937623633613,59.28937623633613,59
313,univ. nacional del comahue,licenciatura en ciencias geológicas,2020-09-26,baker,adam,male,1921-07-03,6643,lnewman@yahoo.com,araujo,99.23543946829847,99.23543946829847,99.23543946829847,99
314,univ. nacional del comahue,diseño industrial,2020-09-01,smith,nicole,female,1909-11-27,1925,jshields@yahoo.com,destileria fiscal,110.76476587472706,110.76476587472706,110.76476587472706,110
315,univ. nacional del comahue,licenciatura en ciencias ambientales,2020-09-08,oconnell,zoe,female,1908-07-01,5419,jill45@gmail.com,baños de la laja,112.19121542536807,112.19121542536807,112.19121542536807,112
316,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-12-26,hughes,heidi,female,1982-07-29,2520,john91@yahoo.com,la california,38.41283530804876,38.41283530804876,38.41283530804876,38
317,univ. nacional del comahue,técnico para bioterios,2020-09-11,vincent,lisa,female,1920-11-08,6667,gomezjose@yahoo.com,agustin mosconi,99.8432548238499,99.8432548238499,99.8432548238499,99
318,univ. nacional del comahue,licenciatura en relaciones del trabajo,2021-01-02,nelson,natalie,female,1995-03-12,1646,johnshaw@yahoo.com,san fernando,25.81298726188765,25.81298726188765,25.81298726188765,25
319,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2020-10-14,black,diane,female,1967-02-04,4231,williamrice@hotmail.com,albigasta,53.69309431405162,53.69309431405162,53.69309431405162,53
320,univ. nacional del comahue,licenciatura en sociología,2020-10-02,thompson,christopher,male,2016-03-24,4616,duncanrobert@hotmail.com,barcena,4.525760282552003,,57.21491448898482,57
321,univ. nacional del comahue,ingeniería electrónica,2020-12-24,mcdonald,holly,female,1948-01-11,6345,brett37@gmail.com,la bilbaina,72.95427010821578,72.95427010821578,72.95427010821578,72
322,univ. nacional del comahue,arquitectura,2020-10-20,walter,melinda,female,1953-07-29,8111,bushbrett@yahoo.com,arroyo pareja,67.22930655660281,67.22930655660281,67.22930655660281,67
323,univ. nacional del comahue,licenciatura en ciencias biológicas,2021-01-23,hamilton,kevin,male,1910-03-18,4514,jacqueline98@yahoo.com,calilegua,110.85511680595769,110.85511680595769,110.85511680595769,110
324,univ. nacional del comahue,medicina,2020-11-19,boyd,dustin,male,1931-08-29,2146,cherylschmidt@yahoo.com,clason,89.22838935775546,89.22838935775546,89.22838935775546,89
325,univ. nacional del comahue,bioquímica,2021-01-06,thompson,gregory,male,1965-05-18,3371,mcdowellrobert@gmail.com,cabure,55.639746196020454,55.639746196020454,55.639746196020454,55
326,univ. nacional del comahue,licenciatura en psicología,2020-12-31,fields,michele,female,2002-06-23,4111,ecarey@yahoo.com,aguada,18.524678809284243,18.524678809284243,18.524678809284243,18
327,univ. nacional del comahue,licenciatura en artes,2021-02-01,williams,stephanie,female,1916-01-18,5471,jvaldez@hotmail.com,agua blanca,105.04254023012109,105.04254023012109,105.04254023012109,105
328,univ. nacional del comahue,actuario,2020-12-24,perkins,colleen,female,1983-12-26,3025,mitchellcarly@hotmail.com,colonia clara,36.997337385435706,36.997337385435706,36.997337385435706,36
329,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2020-10-13,graves,jessica,female,1921-03-09,6651,rodriguezwilliam@gmail.com,ingeniero de madrid,99.59958110022794,99.59958110022794,99.59958110022794,99
330,univ. nacional del comahue,licenciatura en ciencias de la educación,2020-11-20,kirk,debra,female,1945-12-12,5555,tdavis@hotmail.com,puente del inca,74.94199059528943,74.94199059528943,74.94199059528943,74
331,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-09-29,klein,lisa,female,1997-05-21,5380,leslienunez@yahoo.com,chamical,23.35982258362595,23.35982258362595,23.35982258362595,23
332,univ. nacional del comahue,licenciatura en ciencia política,2020-10-21,mooney,michele,female,1932-01-27,3586,michaelleon@gmail.com,campo yaguarete,88.73556609649754,88.73556609649754,88.73556609649754,88
333,univ. nacional del comahue,ingeniería en informática,2020-09-22,english,manuel,male,1984-01-30,6652,xhill@hotmail.com,olascoaga,36.64688528854118,36.64688528854118,36.64688528854118,36
334,univ. nacional del comahue,medicina,2020-10-25,bradford,christine,female,1967-08-19,2111,loganpatrick@yahoo.com,francisco paz,53.186581517758746,53.186581517758746,53.186581517758746,53
335,univ. nacional del comahue,licenciatura en administración,2020-10-23,blackburn,jeremy,male,2003-06-15,5303,blake46@gmail.com,anjullon,17.358330424307137,17.358330424307137,17.358330424307137,17
336,univ. nacional del comahue,medicina,2020-09-27,bridges,michael,male,2010-01-26,2843,anthony45@gmail.com,general galarza,10.669623606234214,,57.21491448898482,57
337,univ. nacional del comahue,licenciatura en sociología,2021-01-24,carter,joshua,male,1965-11-08,5711,hgreer@yahoo.com,angelita,55.21263270293024,55.21263270293024,55.21263270293024,55
338,univ. nacional del comahue,ingeniería electrónica,2020-09-26,garcia,deborah,female,1978-12-16,2801,martinmichelle@gmail.com,alto verde,41.78046092664463,41.78046092664463,41.78046092664463,41
339,univ. nacional del comahue,licenciatura en kinesiología y fisiatría,2020-11-22,ortiz,elizabeth,female,1945-07-10,4626,vscott@hotmail.com,angosto del perchel,75.37184199538663,75.37184199538663,75.37184199538663,75
340,univ. nacional del comahue,técnico para bioterios,2020-10-31,simpson,chelsea,female,1946-07-21,2241,rwood@yahoo.com,larrechea,74.2821550066052,74.2821550066052,74.2821550066052,74
341,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2020-12-06,williams,john,male,1947-09-15,2324,dawn87@gmail.com,colonia tacurales,73.22806080891462,73.22806080891462,73.22806080891462,73
342,univ. nacional del comahue,agronomía,2020-12-24,shaw,arthur,male,2017-02-02,5709,johnwheeler@gmail.com,bañadito viejo,3.890565856930669,,57.21491448898482,57
343,univ. nacional del comahue,licenciatura en artes,2020-10-17,thompson,anthony,male,2011-03-09,6530,nicholasgill@hotmail.com,carlos casares,9.610053594529662,,57.21491448898482,57
344,univ. nacional del comahue,arquitectura,2020-11-23,garcia,christopher,male,1981-11-26,1602,hollandalexander@hotmail.com,florida,38.993271593530324,38.993271593530324,38.993271593530324,38
345,univ. nacional del comahue,diseño industrial,2020-12-10,allison,matthew,male,1960-08-24,2252,owilliams@yahoo.com,colonia campo piaggio,60.2969260149079,60.2969260149079,60.2969260149079,60
346,univ. nacional del comahue,ingeniería mecánica,2020-12-10,molina,kevin,male,1977-06-28,3470,rriggs@yahoo.com,arroyo grande,43.4533221079146,43.4533221079146,43.4533221079146,43
347,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2021-01-05,mcfarland,judith,female,1919-01-08,3545,ngreen@hotmail.com,kilometro 525,101.99524973134288,101.99524973134288,101.99524973134288,101
348,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-12-22,rodgers,vincent,male,1923-06-17,8156,melissa16@hotmail.com,el perdido est jose guisasola,97.51877177491666,97.51877177491666,97.51877177491666,97
349,univ. nacional del comahue,licenciatura en administración,2020-09-25,baker,gregory,male,2017-05-03,5579,hernandezchristian@yahoo.com,barrio lencina,3.397742595672738,,57.21491448898482,57
350,univ. nacional del comahue,licenciatura en ciencia política,2020-11-24,rice,benjamin,male,1976-06-12,2443,ljenkins@gmail.com,colonia margarita,44.45265816546541,44.45265816546541,44.45265816546541,44
351,univ. nacional del comahue,ingeniería mecánica,2021-01-09,neal,deanna,female,2006-11-03,8403,taylorrichard@hotmail.com,alicura,14.185096203207458,,57.21491448898482,57
352,univ. nacional del comahue,actuario,2020-11-21,edwards,amber,female,1922-04-29,2315,dunnwilliam@gmail.com,estacion saguier,98.56739015859327,98.56739015859327,98.56739015859327,98
353,univ. nacional del comahue,medicina,2020-09-19,gardner,charles,male,1944-06-22,7408,vburnett@yahoo.com,la colina,76.24523433061596,76.24523433061596,76.24523433061596,76
354,univ. nacional del comahue,medicina,2020-12-15,hernandez,larry,male,2008-07-20,6305,travismedina@hotmail.com,atreuco,12.405456648664929,,57.21491448898482,57
355,univ. nacional del comahue,ciencias veterinarias,2021-01-02,wall,jason,male,1975-03-22,2242,flove@yahoo.com,arijon,45.78601887786881,45.78601887786881,45.78601887786881,45
356,univ. nacional del comahue,actuario,2020-12-02,harper,jason,male,1930-12-25,5460,uwright@gmail.com,agua de la zorra,89.94024517957247,89.94024517957247,89.94024517957247,89
357,univ. nacional del comahue,técnico para bioterios,2020-10-23,dawson,gabriel,male,1981-08-05,7212,richardwilliams@gmail.com,doctor domingo harosteguy,39.217779968103386,39.217779968103386,39.217779968103386,39
358,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-11-27,cooper,rodney,male,1950-10-05,5622,tochoa@yahoo.com,colonia jauregui,70.14791542605255,70.14791542605255,70.14791542605255,70
359,univ. nacional del comahue,ingeniería electrónica,2020-11-07,roiguez,michele,female,1957-04-16,6009,andradejeff@yahoo.com,san marcelo,63.56324907424519,63.56324907424519,63.56324907424519,63
360,univ. nacional del comahue,ingeniería mecánica,2021-01-13,martinez,courtney,female,1991-10-12,1650,sandy97@hotmail.com,general san martin,29.257274276679194,29.257274276679194,29.257274276679194,29
361,univ. nacional del comahue,licenciatura en artes,2021-01-26,jackson,christopher,male,1958-09-07,5735,calderonbrittany@gmail.com,colonia bella vista,62.38868696824712,62.38868696824712,62.38868696824712,62
362,univ. nacional del comahue,licenciatura en ciencias biológicas,2020-09-09,thompson,michael,male,1992-02-22,2824,kimberly13@gmail.com,britos,28.548156361869168,28.548156361869168,28.548156361869168,28
363,univ. nacional del comahue,licenciatura en relaciones del trabajo,2020-10-21,hall,kayla,female,1986-09-27,4705,jack59@hotmail.com,aguadita,34.067776887958,34.067776887958,34.067776887958,34
364,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-10-28,diaz,david,male,1999-09-27,3170,rhonda46@yahoo.com,alberto gerchunoff,21.087359767825486,21.087359767825486,21.087359767825486,21
365,univ. nacional del comahue,ciencias veterinarias,2020-12-21,donovan,eric,male,1906-01-26,2313,jeanettealvarez@yahoo.com,colonia berlin,114.90448126929368,114.90448126929368,114.90448126929368,114
366,univ. nacional del comahue,contador público,2020-09-20,morris,christopher,male,1990-09-18,6343,qgonzalez@yahoo.com,los gauchos,30.007460796594042,30.007460796594042,30.007460796594042,30
367,univ. nacional del comahue,diseño de imagen y sonido,2020-09-21,medina,jonathan,male,2014-12-17,8208,nicholscarlos@gmail.com,campo cicare,5.763294249710809,,57.21491448898482,57
368,univ. nacional del comahue,ingeniería en informática,2020-11-05,morris,anthony,male,1971-12-09,3144,nathanwaller@hotmail.com,alcaraz 1ro,48.9099707728427,48.9099707728427,48.9099707728427,48
369,univ. nacional del comahue,licenciatura en ciencias de la educación,2020-11-01,davis,cory,male,1963-12-28,3730,jamie28@yahoo.com,cabral,56.847163186102385,56.847163186102385,56.847163186102385,56
370,univ. nacional del comahue,farmacia,2020-09-10,johnson,sherry,female,1987-02-14,5636,janet27@hotmail.com,favelli,33.572215719693084,33.572215719693084,33.572215719693084,33
371,univ. nacional del comahue,ingeniería mecánica,2020-09-02,hernandez,john,male,1965-06-21,3172,lisa58@gmail.com,kilometro 208,55.20168107490229,55.20168107490229,55.20168107490229,55
372,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2021-01-01,rogers,robert,male,1946-10-28,4504,stewartcrystal@gmail.com,23 de agosto,74.18085244734662,74.18085244734662,74.18085244734662,74
373,univ. nacional del comahue,bioquímica,2021-01-23,greene,david,male,1963-07-25,2845,dalton68@yahoo.com,colonia duportal,57.50152296077264,57.50152296077264,57.50152296077264,57
374,univ. nacional del comahue,contador público,2020-11-13,murray,nicole,female,2002-01-19,7612,cadams@hotmail.com,camet,18.81763485903201,18.81763485903201,18.81763485903201,18
375,univ. nacional del comahue,licenciatura en relaciones del trabajo,2020-09-18,sanchez,christian,male,2012-05-25,6641,alexis34@yahoo.com,comodoro py,8.317761487231087,,57.21491448898482,57
376,univ. nacional del comahue,diseño de imagen y sonido,2020-10-15,lam,alyssa,female,1907-06-23,5881,antonio84@yahoo.com,cañada la negra,113.31649520524036,113.31649520524036,113.31649520524036,113
377,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-11-29,miller,gary,male,1928-08-15,5411,usmith@gmail.com,la legua,92.2921072985756,92.2921072985756,92.2921072985756,92
378,univ. nacional del comahue,arquitectura,2020-10-25,hardin,anea,female,1932-09-26,5637,dbrown@yahoo.com,30 de octubre,88.08120632182728,88.08120632182728,88.08120632182728,88
379,univ. nacional del comahue,arquitectura,2020-12-01,green,rhonda,female,1938-07-14,4431,chaseantonio@hotmail.com,aguas calientes,82.38635974729118,82.38635974729118,82.38635974729118,82
380,univ. nacional del comahue,licenciatura en producción de bioimagenes,2020-12-07,patterson,olia,female,2014-05-05,1885,patricia85@yahoo.com,guillermo e hudson,6.5928800728283266,,57.21491448898482,57
381,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-11-13,larsen,joseph,male,1994-11-09,2170,marymartinez@hotmail.com,candelaria sud,26.012854473397812,26.012854473397812,26.012854473397812,26
382,univ. nacional del comahue,ingeniería electrónica,2020-12-31,downs,lisa,female,1979-10-20,6727,monica97@gmail.com,gouin,41.20002464116306,41.20002464116306,41.20002464116306,41
383,univ. nacional del comahue,licenciatura en psicología,2020-09-13,johnson,sana,female,1951-04-24,5565,xmeza@gmail.com,campo de los andes,69.39225309212372,69.39225309212372,69.39225309212372,69
384,univ. nacional del comahue,licenciatura en artes,2020-10-07,garcia,kenneth,male,1990-09-08,5361,crawfordangela@yahoo.com,aicuña,30.081384285782732,30.081384285782732,30.081384285782732,30
385,univ. nacional del comahue,licenciatura en sociología,2020-10-23,singh,david,male,1934-11-18,3516,fbaker@hotmail.com,basail,85.9319493213413,85.9319493213413,85.9319493213413,85
386,univ. nacional del comahue,ingeniería electrónica,2020-09-28,tyler,randy,male,1941-04-02,3172,leslie36@hotmail.com,kilometro 208,79.49239204090433,79.49239204090433,79.49239204090433,79
387,univ. nacional del comahue,arquitectura,2020-10-19,mullins,angela,female,1973-09-12,2103,kentjill@gmail.com,colonia escribano,47.10295214823029,47.10295214823029,47.10295214823029,47
388,univ. nacional del comahue,licenciatura en psicología,2021-01-22,moore,jorge,male,1987-12-31,5547,ryan99@hotmail.com,villa hipodromo,33.06296501639322,33.06296501639322,33.06296501639322,33
389,univ. nacional del comahue,actuario,2021-01-29,brown,timothy,male,2003-08-28,5743,jonathanmiller@hotmail.com,la isabel,17.424040192474862,17.424040192474862,17.424040192474862,17
390,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2020-11-05,golden,james,male,1929-03-02,5569,kevinhess@gmail.com,aguada,91.68155403601716,91.68155403601716,91.68155403601716,91
391,univ. nacional del comahue,farmacia,2020-09-02,thomas,shawn,male,1988-09-01,5317,william73@hotmail.com,apoyaco,32.00339500468866,32.00339500468866,32.00339500468866,32
392,univ. nacional del comahue,licenciatura en artes,2020-10-03,fletcher,tom,male,1961-01-16,7110,rodney68@yahoo.com,cuartel iv,59.713751822419354,59.713751822419354,59.713751822419354,59
393,univ. nacional del comahue,licenciatura en terapia ocupacional,2020-09-17,burns,jessica,female,2015-01-22,2613,thomas03@gmail.com,la morocha,5.653777969431268,,57.21491448898482,57
394,univ. nacional del comahue,licenciatura en terapia ocupacional,2020-12-05,graham,nathan,male,1933-12-30,1804,collinscindy@hotmail.com,canning,86.93402328589909,86.93402328589909,86.93402328589909,86
395,univ. nacional del comahue,licenciatura en musicoterapia,2020-12-28,nelson,troy,male,1948-04-25,8113,collinsjennifer@gmail.com,baterias,72.67774150050994,72.67774150050994,72.67774150050994,72
396,univ. nacional del comahue,licenciatura en administración,2020-10-24,campbell,spencer,male,1959-03-02,5596,april21@yahoo.com,12 de octubre,61.64945207636023,61.64945207636023,61.64945207636023,61
397,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2020-10-13,wilson,eric,male,1935-06-09,3541,jeffreymontgomery@hotmail.com,campo las puertas,85.34877512885275,85.34877512885275,85.34877512885275,85
398,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-11-17,payne,timothy,male,1983-09-19,9201,vanessagarcia@gmail.com,cachel,37.164349712862006,37.164349712862006,37.164349712862006,37
399,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-10-18,heather martinez,ms,female,2014-06-30,8336,bgarcia@gmail.com,gobernador duval,6.302661930087544,,57.21491448898482,57
400,univ. nacional del comahue,técnico para bioterios,2020-12-27,reynolds,catherine,female,2013-01-03,3466,hannahvaughn@yahoo.com,abalo,7.9809989253715,,57.21491448898482,57
401,univ. nacional del comahue,licenciatura en ciencias de la computación,2021-01-21,alexander,kevin,male,1987-04-22,2919,jaredgrimes@yahoo.com,copacabana,33.752917582154325,33.752917582154325,33.752917582154325,33
402,univ. nacional del comahue,licenciatura en psicología,2021-01-23,price,kimberly,female,2015-08-24,9303,davidcooke@hotmail.com,cañadon del toro,5.418317966830257,,57.21491448898482,57
403,univ. nacional del comahue,medicina,2020-12-13,gomez,jordan,male,1918-04-29,1897,david93@yahoo.com,manuel b gonnet,102.62770624995721,102.62770624995721,102.62770624995721,102
404,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2020-10-14,bender,steve,male,1964-03-14,4235,lrogers@gmail.com,albigasta,56.587062020438474,56.587062020438474,56.587062020438474,56
405,univ. nacional del comahue,licenciatura en ciencia política,2020-10-08,saunders,austin,male,1910-07-26,6450,cruzmichael@gmail.com,abel,110.20623284530141,110.20623284530141,110.20623284530141,110
406,univ. nacional del comahue,agronomía,2020-11-30,rodgers,steven,male,1994-05-08,4137,erivera@gmail.com,abra baya,26.56591168880949,26.56591168880949,26.56591168880949,26
407,univ. nacional del comahue,ingeniería en informática,2020-12-12,villanueva,jeffrey,male,1962-12-18,8162,james54@hotmail.com,garcia del rio,57.98613250100961,57.98613250100961,57.98613250100961,57
408,univ. nacional del comahue,licenciatura en ciencias biológicas,2021-01-31,estrada,christopher,male,1964-11-14,2812,williamporter@hotmail.com,capilla del señor,56.21470666748804,56.21470666748804,56.21470666748804,56
409,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2021-01-03,franklin,justin,male,1994-05-13,4740,kkaufman@gmail.com,agua salada,26.645310992012156,26.645310992012156,26.645310992012156,26
410,univ. nacional del comahue,ingeniería en informática,2021-01-05,johnson,tamara,female,1915-11-14,2103,catherinedaniels@yahoo.com,colonia escribano,105.14658069638665,105.14658069638665,105.14658069638665,105
411,univ. nacional del comahue,diseño de imagen y sonido,2020-12-12,jackson,grant,male,2012-05-31,2181,yjohnson@hotmail.com,los molinos,8.534056140783179,,57.21491448898482,57
412,univ. nacional del comahue,licenciatura en ciencias geológicas,2020-11-18,sandoval,christopher,male,1966-12-08,6660,kyle46@gmail.com,25 de mayo,53.947719665701555,53.947719665701555,53.947719665701555,53
413,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-11-28,williams,dalton,male,1983-10-17,6105,emily56@yahoo.com,cañada seca,37.117805293743196,37.117805293743196,37.117805293743196,37
414,univ. nacional del comahue,farmacia,2020-10-04,chen,justin,male,2010-03-16,5595,ajohnson@yahoo.com,cupiles,10.554631511940697,,57.21491448898482,57
415,univ. nacional del comahue,licenciatura en ciencias geológicas,2020-10-11,gates,james,male,1943-12-07,5265,christopher21@gmail.com,agua los matos,76.84757387215343,76.84757387215343,76.84757387215343,76
416,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2020-09-27,miranda,lauren,female,1915-07-22,8185,ronald22@hotmail.com,campo del norte americano,105.18764930149148,105.18764930149148,105.18764930149148,105
417,univ. nacional del comahue,licenciatura en musicoterapia,2020-09-25,rice,kaitlyn,female,1908-01-23,4143,dparker@gmail.com,independencia,112.67582496560505,112.67582496560505,112.67582496560505,112
418,univ. nacional del comahue,medicina,2020-09-21,king,wesley,male,1934-02-17,8412,amartin@hotmail.com,cañadon del corral,86.59452281703253,86.59452281703253,86.59452281703253,86
419,univ. nacional del comahue,actuario,2020-11-02,durham,alexander,male,1958-04-27,2352,alan12@hotmail.com,ambrosetti,62.52010650458257,62.52010650458257,62.52010650458257,62
420,univ. nacional del comahue,ciencias veterinarias,2020-11-13,colon,nancy,female,1965-11-04,2303,nicole14@hotmail.com,angelica,55.026455026455025,55.026455026455025,55.026455026455025,55
421,univ. nacional del comahue,arquitectura,2020-11-09,wilson,heather,female,1972-03-17,6734,bbrown@gmail.com,rawson,48.64986960717879,48.64986960717879,48.64986960717879,48
422,univ. nacional del comahue,licenciatura en ciencias ambientales,2020-09-06,myers,anew,male,1939-01-20,7533,breannaward@yahoo.com,quiñihual estacion,81.63069741336236,81.63069741336236,81.63069741336236,81
423,univ. nacional del comahue,diseño de imagen y sonido,2021-01-16,thomas,david,male,1992-05-26,3132,rosefrederick@gmail.com,el pingo,28.643983107113765,28.643983107113765,28.643983107113765,28
424,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2020-12-01,williams,timothy,male,1963-11-16,9003,karen79@yahoo.com,bahia solano,57.04429249060556,57.04429249060556,57.04429249060556,57
425,univ. nacional del comahue,diseño de imagen y sonido,2020-11-10,harper,gary,male,2021-01-27,2255,ccampbell@hotmail.com,campo rodriguez,-0.2135567465451036,,57.21491448898482,57
426,univ. nacional del comahue,licenciatura en musicoterapia,2020-12-02,lopez,carl,male,1942-12-08,6341,alexyoung@hotmail.com,chapi talo,77.98654318706065,77.98654318706065,77.98654318706065,77
427,univ. nacional del comahue,bioquímica,2021-01-09,evans,jessica,female,1992-03-13,1911,tina86@hotmail.com,bme bavio gral mansilla,28.827422876582,28.827422876582,28.827422876582,28
428,univ. nacional del comahue,licenciatura en musicoterapia,2020-10-10,mclaughlin,allison,female,2007-02-06,3587,yodermaria@gmail.com,san antonio de obligado,13.675845499907595,,57.21491448898482,57
429,univ. nacional del comahue,diseño industrial,2021-01-26,jones,candace,female,2018-03-15,9305,hardinkeith@yahoo.com,cañada de las vacas,2.869326543323956,,57.21491448898482,57
430,univ. nacional del comahue,licenciatura en ciencias geológicas,2020-09-10,jackson,jack,male,1935-09-07,8333,ejones@hotmail.com,aguada guzman,85.01201256699316,85.01201256699316,85.01201256699316,85
431,univ. nacional del comahue,arquitectura,2020-09-19,brown,paul,male,1978-04-29,2752,zwilcox@yahoo.com,almacen el descanso,42.39375209621005,42.39375209621005,42.39375209621005,42
432,univ. nacional del comahue,licenciatura en ciencias biológicas,2020-11-08,davis,michael,male,2008-06-01,2813,taylorprice@hotmail.com,arroyo de la cruz,12.43831153274879,,57.21491448898482,57
433,univ. nacional del comahue,licenciatura en musicoterapia,2020-10-07,marquez,anne,female,1922-09-16,4743,tiffany19@gmail.com,aconquija,98.06087736230039,98.06087736230039,98.06087736230039,98
434,univ. nacional del comahue,licenciatura en artes,2020-11-12,harris,michelle,female,1968-02-11,8187,david24@yahoo.com,bordenave,52.753992210654566,52.753992210654566,52.753992210654566,52
435,univ. nacional del comahue,diseño de imagen y sonido,2020-09-03,warren,todd,male,1938-12-11,2142,debra01@hotmail.com,campo medina,81.73199997262093,81.73199997262093,81.73199997262093,81
436,univ. nacional del comahue,licenciatura en psicología,2020-12-18,reyes,mary,female,1998-05-16,6360,brianaustin@hotmail.com,barrio el molino,22.593208621669167,22.593208621669167,22.593208621669167,22
437,univ. nacional del comahue,contador público,2020-11-16,diaz,ashley,female,1998-12-31,8431,brianfitzgerald@hotmail.com,el hoyo,21.878614892845164,21.878614892845164,21.878614892845164,21
438,univ. nacional del comahue,licenciatura en administración,2020-12-18,mcconnell,jennifer,female,1986-08-20,2912,sanchezsean@gmail.com,la querencia,34.3306159606289,34.3306159606289,34.3306159606289,34
439,univ. nacional del comahue,licenciatura en ciencias ambientales,2020-10-29,gonzalez,rachel,female,1961-03-02,3133,daniel74@gmail.com,arroyo burgos,59.66173158928657,59.66173158928657,59.66173158928657,59
440,univ. nacional del comahue,farmacia,2020-10-02,lambert,brian,male,1951-03-29,8144,tvelazquez@hotmail.com,colonia monte la plata,69.51545890743822,69.51545890743822,69.51545890743822,69
441,univ. nacional del comahue,licenciatura en terapia ocupacional,2020-11-19,benjamin,pamela,female,1941-02-03,1651,adriana75@hotmail.com,san andres,79.79356181167307,79.79356181167307,79.79356181167307,79
442,univ. nacional del comahue,licenciatura en producción de bioimagenes,2020-09-26,smith,kevin,male,1965-07-17,2900,kelseyduncan@hotmail.com,san nicolas de los arroyos,55.19620526088831,55.19620526088831,55.19620526088831,55
443,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2020-12-26,ferguson,carrie,female,1975-09-27,6300,martinball@yahoo.com,barrancas coloradas,45.249389104499066,45.249389104499066,45.249389104499066,45
444,univ. nacional del comahue,arquitectura,2020-10-09,black,alexania,female,1935-01-07,5265,billy87@yahoo.com,agua los matos,85.75672327289404,85.75672327289404,85.75672327289404,85
445,univ. nacional del comahue,licenciatura en kinesiología y fisiatría,2021-01-25,parker,wendy,female,1914-08-21,1614,isanchez@gmail.com,villa de mayo,106.43339698967125,106.43339698967125,106.43339698967125,106
446,univ. nacional del comahue,agronomía,2020-11-30,smith,charles,male,1931-02-15,9301,richard35@yahoo.com,el chalten,89.7923982011951,89.7923982011951,89.7923982011951,89
447,univ. nacional del comahue,licenciatura en ciencia política,2020-10-05,hartman,erin,female,1923-11-18,1718,newtonmargaret@hotmail.com,san antonio de padua,96.88357734929534,96.88357734929534,96.88357734929534,96
448,univ. nacional del comahue,licenciatura en ciencia política,2020-09-26,roiguez,jeanne,female,1945-07-22,4701,jason48@hotmail.com,acostilla,75.18292641190442,75.18292641190442,75.18292641190442,75
449,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2020-12-03,adams,peggy,female,1943-07-17,7163,deborahsmith@yahoo.com,claverie,77.38420364552319,77.38420364552319,77.38420364552319,77
450,univ. nacional del comahue,licenciatura en musicoterapia,2020-12-21,rera,heather,female,1922-03-08,6237,donald66@gmail.com,america,98.79189853316632,98.79189853316632,98.79189853316632,98
451,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-12-28,saunders,kyle,male,2006-02-15,9405,gloriawilson@hotmail.com,bahia tranquila,14.866835047947596,,57.21491448898482,57
452,univ. nacional del comahue,licenciatura en administración,2020-09-12,schultz,ashley,female,1987-08-03,3234,fjimenez@yahoo.com,bonpland,33.11224734251901,33.11224734251901,33.11224734251901,33
453,univ. nacional del comahue,arquitectura,2020-11-07,barrett,lori,female,1963-08-06,9003,briggsjeffery@hotmail.com,bahia solano,57.25784923715066,57.25784923715066,57.25784923715066,57
454,univ. nacional del comahue,licenciatura en sociología,2020-10-23,mcmillan,justin,male,1993-01-19,4242,njimenez@hotmail.com,25 de mayo,27.75963914385648,27.75963914385648,27.75963914385648,27
